,gene_id,database,kegg_id
2948,WA5_RS02350,KEGG_Pathway,map01100
2949,WA5_RS02350,KEGG_Pathway,map01110
2951,WA5_RS02355,KEGG_Pathway,map00790
2955,WA5_RS02365,KEGG_Pathway,map00130
2956,WA5_RS02365,KEGG_Pathway,map01100
2957,WA5_RS02365,KEGG_Pathway,map01110
2961,WA5_RS02370,KEGG_Pathway,map00130
2962,WA5_RS02370,KEGG_Pathway,map01100
2963,WA5_RS02370,KEGG_Pathway,map01110
2967,WA5_RS02390,KEGG_Pathway,map00130
2968,WA5_RS02390,KEGG_Pathway,map01100
2969,WA5_RS02390,KEGG_Pathway,map01110
2972,WA5_RS02400,KEGG_Pathway,map00900
2973,WA5_RS02400,KEGG_Pathway,map01110
2977,WA5_RS02430,KEGG_Pathway,map02024
2978,WA5_RS02430,KEGG_Pathway,map03060
2979,WA5_RS02430,KEGG_Pathway,map03070
2981,WA5_RS02440,KEGG_Pathway,map03010
2983,WA5_RS02445,KEGG_Pathway,map03010
2991,WA5_RS02455,KEGG_Pathway,map00250
2992,WA5_RS02455,KEGG_Pathway,map00280
2993,WA5_RS02455,KEGG_Pathway,map00410
2994,WA5_RS02455,KEGG_Pathway,map00640
2995,WA5_RS02455,KEGG_Pathway,map00650
2996,WA5_RS02455,KEGG_Pathway,map01100
2997,WA5_RS02455,KEGG_Pathway,map01120
3005,WA5_RS02460,KEGG_Pathway,map00250
3006,WA5_RS02460,KEGG_Pathway,map00310
3007,WA5_RS02460,KEGG_Pathway,map00350
3008,WA5_RS02460,KEGG_Pathway,map00650
3009,WA5_RS02460,KEGG_Pathway,map00760
3010,WA5_RS02460,KEGG_Pathway,map01100
3011,WA5_RS02460,KEGG_Pathway,map01120
3014,WA5_RS02470,KEGG_Pathway,map01524
3015,WA5_RS02470,KEGG_Pathway,map04016
3017,WA5_RS02485,KEGG_Pathway,map03010
3019,WA5_RS02490,KEGG_Pathway,map03010
3024,WA5_RS02500,KEGG_Pathway,map00230
3025,WA5_RS02500,KEGG_Pathway,map00240
3026,WA5_RS02500,KEGG_Pathway,map01100
3027,WA5_RS02500,KEGG_Pathway,map03020
3032,WA5_RS02505,KEGG_Pathway,map00230
3033,WA5_RS02505,KEGG_Pathway,map00240
3034,WA5_RS02505,KEGG_Pathway,map01100
3035,WA5_RS02505,KEGG_Pathway,map03020
3037,WA5_RS02525,KEGG_Pathway,map03010
3039,WA5_RS02530,KEGG_Pathway,map03010
3041,WA5_RS02550,KEGG_Pathway,map02010
3043,WA5_RS02555,KEGG_Pathway,map02010
3045,WA5_RS02560,KEGG_Pathway,map02010
3054,WA5_RS02565,KEGG_Pathway,map00020
3055,WA5_RS02565,KEGG_Pathway,map00620
3056,WA5_RS02565,KEGG_Pathway,map00650
3057,WA5_RS02565,KEGG_Pathway,map01100
3058,WA5_RS02565,KEGG_Pathway,map01110
3059,WA5_RS02565,KEGG_Pathway,map01120
3060,WA5_RS02565,KEGG_Pathway,map01130
3061,WA5_RS02565,KEGG_Pathway,map01200
3063,WA5_RS02570,KEGG_Pathway,map03010
3065,WA5_RS02575,KEGG_Pathway,map03010
3067,WA5_RS02580,KEGG_Pathway,map03010
3069,WA5_RS02585,KEGG_Pathway,map03010
3071,WA5_RS02590,KEGG_Pathway,map03010
3073,WA5_RS02595,KEGG_Pathway,map03010
3075,WA5_RS02600,KEGG_Pathway,map03010
3077,WA5_RS02605,KEGG_Pathway,map03010
3079,WA5_RS02610,KEGG_Pathway,map03010
3081,WA5_RS02615,KEGG_Pathway,map03010
3083,WA5_RS02620,KEGG_Pathway,map03010
3085,WA5_RS02635,KEGG_Pathway,map03010
3087,WA5_RS02640,KEGG_Pathway,map03010
3089,WA5_RS02645,KEGG_Pathway,map03010
3091,WA5_RS02690,KEGG_Pathway,map02010
3093,WA5_RS02695,KEGG_Pathway,map02010
3095,WA5_RS02715,KEGG_Pathway,map03010
3097,WA5_RS02720,KEGG_Pathway,map03010
3099,WA5_RS02725,KEGG_Pathway,map03010
3101,WA5_RS02730,KEGG_Pathway,map03010
3103,WA5_RS02735,KEGG_Pathway,map03010
3105,WA5_RS02740,KEGG_Pathway,map03010
3113,WA5_RS02745,KEGG_Pathway,map00040
3114,WA5_RS02745,KEGG_Pathway,map00280
3115,WA5_RS02745,KEGG_Pathway,map00410
3116,WA5_RS02745,KEGG_Pathway,map00562
3117,WA5_RS02745,KEGG_Pathway,map00640
3118,WA5_RS02745,KEGG_Pathway,map01100
3119,WA5_RS02745,KEGG_Pathway,map01200
3139,WA5_RS02755,KEGG_Pathway,map00010
3140,WA5_RS02755,KEGG_Pathway,map00053
3141,WA5_RS02755,KEGG_Pathway,map00071
3142,WA5_RS02755,KEGG_Pathway,map00260
3143,WA5_RS02755,KEGG_Pathway,map00280
3144,WA5_RS02755,KEGG_Pathway,map00310
3145,WA5_RS02755,KEGG_Pathway,map00330
3146,WA5_RS02755,KEGG_Pathway,map00340
3147,WA5_RS02755,KEGG_Pathway,map00380
3148,WA5_RS02755,KEGG_Pathway,map00410
3149,WA5_RS02755,KEGG_Pathway,map00561
3150,WA5_RS02755,KEGG_Pathway,map00620
3151,WA5_RS02755,KEGG_Pathway,map00625
3152,WA5_RS02755,KEGG_Pathway,map00903
3153,WA5_RS02755,KEGG_Pathway,map00981
3154,WA5_RS02755,KEGG_Pathway,map01100
3155,WA5_RS02755,KEGG_Pathway,map01110
3156,WA5_RS02755,KEGG_Pathway,map01120
3157,WA5_RS02755,KEGG_Pathway,map01130
3162,WA5_RS02765,KEGG_Pathway,map00071
3163,WA5_RS02765,KEGG_Pathway,map00360
3164,WA5_RS02765,KEGG_Pathway,map01120
3165,WA5_RS02765,KEGG_Pathway,map01220
3172,WA5_RS02780,KEGG_Pathway,map00620
3173,WA5_RS02780,KEGG_Pathway,map00680
3174,WA5_RS02780,KEGG_Pathway,map00720
3175,WA5_RS02780,KEGG_Pathway,map01100
3176,WA5_RS02780,KEGG_Pathway,map01120
3177,WA5_RS02780,KEGG_Pathway,map01200
3184,WA5_RS02785,KEGG_Pathway,map00620
3185,WA5_RS02785,KEGG_Pathway,map00680
3186,WA5_RS02785,KEGG_Pathway,map00720
3187,WA5_RS02785,KEGG_Pathway,map01100
3188,WA5_RS02785,KEGG_Pathway,map01120
3189,WA5_RS02785,KEGG_Pathway,map01200
3193,WA5_RS02800,KEGG_Pathway,map02024
3194,WA5_RS02800,KEGG_Pathway,map03060
3195,WA5_RS02800,KEGG_Pathway,map03070
3201,WA5_RS02805,KEGG_Pathway,map00230
3202,WA5_RS02805,KEGG_Pathway,map00730
3203,WA5_RS02805,KEGG_Pathway,map01100
3204,WA5_RS02805,KEGG_Pathway,map01110
3205,WA5_RS02805,KEGG_Pathway,map01130
3207,WA5_RS02825,KEGG_Pathway,map03010
3209,WA5_RS02830,KEGG_Pathway,map03010
3211,WA5_RS02835,KEGG_Pathway,map03010
3216,WA5_RS02840,KEGG_Pathway,map00230
3217,WA5_RS02840,KEGG_Pathway,map00240
3218,WA5_RS02840,KEGG_Pathway,map01100
3219,WA5_RS02840,KEGG_Pathway,map03020
3221,WA5_RS02845,KEGG_Pathway,map03010
3223,WA5_RS02890,KEGG_Pathway,map02024
3225,WA5_RS02915,KEGG_Pathway,map05152
3227,WA5_RS02920,KEGG_Pathway,map03010
3229,WA5_RS02925,KEGG_Pathway,map03010
3233,WA5_RS02930,KEGG_Pathway,map00520
3234,WA5_RS02930,KEGG_Pathway,map01100
3235,WA5_RS02930,KEGG_Pathway,map01130
3239,WA5_RS02955,KEGG_Pathway,map00473
3240,WA5_RS02955,KEGG_Pathway,map01100
3241,WA5_RS02955,KEGG_Pathway,map01502
3243,WA5_RS02970,KEGG_Pathway,map00330
3249,WA5_RS03005,KEGG_Pathway,map03018
3250,WA5_RS03005,KEGG_Pathway,map04212
3251,WA5_RS03005,KEGG_Pathway,map04940
3252,WA5_RS03005,KEGG_Pathway,map05134
3253,WA5_RS03005,KEGG_Pathway,map05152
3258,WA5_RS03030,KEGG_Pathway,map00230
3259,WA5_RS03030,KEGG_Pathway,map00983
3260,WA5_RS03030,KEGG_Pathway,map01100
3261,WA5_RS03030,KEGG_Pathway,map01110
3266,WA5_RS03035,KEGG_Pathway,map00230
3267,WA5_RS03035,KEGG_Pathway,map00983
3268,WA5_RS03035,KEGG_Pathway,map01100
3269,WA5_RS03035,KEGG_Pathway,map01110
3273,WA5_RS03050,KEGG_Pathway,map00230
3274,WA5_RS03050,KEGG_Pathway,map00983
3275,WA5_RS03050,KEGG_Pathway,map01100
3279,WA5_RS03125,KEGG_Pathway,map00906
3280,WA5_RS03125,KEGG_Pathway,map01100
3281,WA5_RS03125,KEGG_Pathway,map01110
3286,WA5_RS03130,KEGG_Pathway,map00906
3287,WA5_RS03130,KEGG_Pathway,map01062
3288,WA5_RS03130,KEGG_Pathway,map01100
3289,WA5_RS03130,KEGG_Pathway,map01110
3294,WA5_RS03140,KEGG_Pathway,map00900
3295,WA5_RS03140,KEGG_Pathway,map01100
3296,WA5_RS03140,KEGG_Pathway,map01110
3297,WA5_RS03140,KEGG_Pathway,map01130
3299,WA5_RS03180,KEGG_Pathway,map02010
3301,WA5_RS03185,KEGG_Pathway,map02010
3303,WA5_RS03190,KEGG_Pathway,map02010
3305,WA5_RS03230,KEGG_Pathway,map02010
3311,WA5_RS03240,KEGG_Pathway,map00670
3312,WA5_RS03240,KEGG_Pathway,map00720
3313,WA5_RS03240,KEGG_Pathway,map01100
3314,WA5_RS03240,KEGG_Pathway,map01120
3315,WA5_RS03240,KEGG_Pathway,map01200
3317,WA5_RS03250,KEGG_Pathway,map04910
3321,WA5_RS03260,KEGG_Pathway,map00270
3322,WA5_RS03260,KEGG_Pathway,map01100
3323,WA5_RS03260,KEGG_Pathway,map01130
3326,WA5_RS03265,KEGG_Pathway,map00270
3327,WA5_RS03265,KEGG_Pathway,map01100
3329,WA5_RS03280,KEGG_Pathway,map00640
3331,WA5_RS03285,KEGG_Pathway,map00640
3342,WA5_RS03290,KEGG_Pathway,map00020
3343,WA5_RS03290,KEGG_Pathway,map00630
3344,WA5_RS03290,KEGG_Pathway,map00640
3345,WA5_RS03290,KEGG_Pathway,map01100
3346,WA5_RS03290,KEGG_Pathway,map01110
3347,WA5_RS03290,KEGG_Pathway,map01120
3348,WA5_RS03290,KEGG_Pathway,map01130
3349,WA5_RS03290,KEGG_Pathway,map01200
3350,WA5_RS03290,KEGG_Pathway,map01210
3351,WA5_RS03290,KEGG_Pathway,map01230
3353,WA5_RS15620,KEGG_Pathway,map02024
3365,WA5_RS03310,KEGG_Pathway,map00020
3366,WA5_RS03310,KEGG_Pathway,map00480
3367,WA5_RS03310,KEGG_Pathway,map00720
3368,WA5_RS03310,KEGG_Pathway,map01100
3369,WA5_RS03310,KEGG_Pathway,map01110
3370,WA5_RS03310,KEGG_Pathway,map01120
3371,WA5_RS03310,KEGG_Pathway,map01130
3372,WA5_RS03310,KEGG_Pathway,map01200
3373,WA5_RS03310,KEGG_Pathway,map01210
3374,WA5_RS03310,KEGG_Pathway,map01230
3375,WA5_RS03310,KEGG_Pathway,map04146
3377,WA5_RS03320,KEGG_Pathway,map02010
3379,WA5_RS03325,KEGG_Pathway,map02010
3381,WA5_RS03330,KEGG_Pathway,map02010
3383,WA5_RS03335,KEGG_Pathway,map02010
3385,WA5_RS03345,KEGG_Pathway,map03410
3387,WA5_RS03360,KEGG_Pathway,map02010
3389,WA5_RS03365,KEGG_Pathway,map02010
3391,WA5_RS03370,KEGG_Pathway,map02010
3393,WA5_RS03375,KEGG_Pathway,map00970
3396,WA5_RS03390,KEGG_Pathway,map00550
3397,WA5_RS03390,KEGG_Pathway,map01100
3400,WA5_RS03410,KEGG_Pathway,map00240
3401,WA5_RS03410,KEGG_Pathway,map01100
3407,WA5_RS03420,KEGG_Pathway,map00051
3408,WA5_RS03420,KEGG_Pathway,map00520
3409,WA5_RS03420,KEGG_Pathway,map01100
3410,WA5_RS03420,KEGG_Pathway,map01110
3411,WA5_RS03420,KEGG_Pathway,map01130
3424,WA5_RS03430,KEGG_Pathway,map00010
3425,WA5_RS03430,KEGG_Pathway,map00020
3426,WA5_RS03430,KEGG_Pathway,map00260
3427,WA5_RS03430,KEGG_Pathway,map00280
3428,WA5_RS03430,KEGG_Pathway,map00620
3429,WA5_RS03430,KEGG_Pathway,map00630
3430,WA5_RS03430,KEGG_Pathway,map00640
3431,WA5_RS03430,KEGG_Pathway,map01100
3432,WA5_RS03430,KEGG_Pathway,map01110
3433,WA5_RS03430,KEGG_Pathway,map01120
3434,WA5_RS03430,KEGG_Pathway,map01130
3435,WA5_RS03430,KEGG_Pathway,map01200
3443,WA5_RS03435,KEGG_Pathway,map00020
3444,WA5_RS03435,KEGG_Pathway,map00620
3445,WA5_RS03435,KEGG_Pathway,map00720
3446,WA5_RS03435,KEGG_Pathway,map01100
3447,WA5_RS03435,KEGG_Pathway,map01120
3448,WA5_RS03435,KEGG_Pathway,map01200
3449,WA5_RS03435,KEGG_Pathway,map01230
3451,WA5_RS03455,KEGG_Pathway,map00450
3453,WA5_RS03460,KEGG_Pathway,map00640
3455,WA5_RS03465,KEGG_Pathway,map00640
3466,WA5_RS03470,KEGG_Pathway,map00020
3467,WA5_RS03470,KEGG_Pathway,map00630
3468,WA5_RS03470,KEGG_Pathway,map00640
3469,WA5_RS03470,KEGG_Pathway,map01100
3470,WA5_RS03470,KEGG_Pathway,map01110
3471,WA5_RS03470,KEGG_Pathway,map01120
3472,WA5_RS03470,KEGG_Pathway,map01130
3473,WA5_RS03470,KEGG_Pathway,map01200
3474,WA5_RS03470,KEGG_Pathway,map01210
3475,WA5_RS03470,KEGG_Pathway,map01230
3487,WA5_RS03490,KEGG_Pathway,map00061
3488,WA5_RS03490,KEGG_Pathway,map00280
3489,WA5_RS03490,KEGG_Pathway,map00620
3490,WA5_RS03490,KEGG_Pathway,map00630
3491,WA5_RS03490,KEGG_Pathway,map00640
3492,WA5_RS03490,KEGG_Pathway,map01100
3493,WA5_RS03490,KEGG_Pathway,map01110
3494,WA5_RS03490,KEGG_Pathway,map01120
3495,WA5_RS03490,KEGG_Pathway,map01130
3496,WA5_RS03490,KEGG_Pathway,map01200
3497,WA5_RS03490,KEGG_Pathway,map01212
3503,WA5_RS03495,KEGG_Pathway,map00270
3504,WA5_RS03495,KEGG_Pathway,map00920
3505,WA5_RS03495,KEGG_Pathway,map01100
3506,WA5_RS03495,KEGG_Pathway,map01120
3507,WA5_RS03495,KEGG_Pathway,map04122
3515,WA5_RS03525,KEGG_Pathway,map00280
3516,WA5_RS03525,KEGG_Pathway,map00630
3517,WA5_RS03525,KEGG_Pathway,map00640
3518,WA5_RS03525,KEGG_Pathway,map01100
3519,WA5_RS03525,KEGG_Pathway,map01120
3520,WA5_RS03525,KEGG_Pathway,map01130
3521,WA5_RS03525,KEGG_Pathway,map01200
3529,WA5_RS03530,KEGG_Pathway,map00280
3530,WA5_RS03530,KEGG_Pathway,map00630
3531,WA5_RS03530,KEGG_Pathway,map00640
3532,WA5_RS03530,KEGG_Pathway,map01100
3533,WA5_RS03530,KEGG_Pathway,map01120
3534,WA5_RS03530,KEGG_Pathway,map01130
3535,WA5_RS03530,KEGG_Pathway,map01200
3538,WA5_RS03535,KEGG_Pathway,map00780
3539,WA5_RS03535,KEGG_Pathway,map01100
3544,WA5_RS03545,KEGG_Pathway,map00230
3545,WA5_RS03545,KEGG_Pathway,map01100
3546,WA5_RS03545,KEGG_Pathway,map01110
3547,WA5_RS03545,KEGG_Pathway,map01130
3552,WA5_RS03560,KEGG_Pathway,map00230
3553,WA5_RS03560,KEGG_Pathway,map01100
3554,WA5_RS03560,KEGG_Pathway,map01110
3555,WA5_RS03560,KEGG_Pathway,map01130
3563,WA5_RS03585,KEGG_Pathway,map00061
3564,WA5_RS03585,KEGG_Pathway,map00333
3565,WA5_RS03585,KEGG_Pathway,map00780
3566,WA5_RS03585,KEGG_Pathway,map01040
3567,WA5_RS03585,KEGG_Pathway,map01100
3568,WA5_RS03585,KEGG_Pathway,map01130
3569,WA5_RS03585,KEGG_Pathway,map01212
3571,WA5_RS03630,KEGG_Pathway,map02010
3576,WA5_RS03690,KEGG_Pathway,map00051
3577,WA5_RS03690,KEGG_Pathway,map00520
3578,WA5_RS03690,KEGG_Pathway,map01100
3579,WA5_RS03690,KEGG_Pathway,map01110
3585,WA5_RS03710,KEGG_Pathway,map00051
3586,WA5_RS03710,KEGG_Pathway,map00520
3587,WA5_RS03710,KEGG_Pathway,map01100
3588,WA5_RS03710,KEGG_Pathway,map01110
3589,WA5_RS03710,KEGG_Pathway,map01130
3595,WA5_RS03720,KEGG_Pathway,map00051
3596,WA5_RS03720,KEGG_Pathway,map00520
3597,WA5_RS03720,KEGG_Pathway,map01100
3598,WA5_RS03720,KEGG_Pathway,map01110
3599,WA5_RS03720,KEGG_Pathway,map01130
3602,WA5_RS03735,KEGG_Pathway,map00270
3603,WA5_RS03735,KEGG_Pathway,map01100
3606,WA5_RS03740,KEGG_Pathway,map00240
3607,WA5_RS03740,KEGG_Pathway,map01100
3609,WA5_RS03745,KEGG_Pathway,map02020
3611,WA5_RS03750,KEGG_Pathway,map02020
3615,WA5_RS03770,KEGG_Pathway,map02024
3616,WA5_RS03770,KEGG_Pathway,map03060
3617,WA5_RS03770,KEGG_Pathway,map03070
3620,WA5_RS03790,KEGG_Pathway,map00730
3621,WA5_RS03790,KEGG_Pathway,map01100
3627,WA5_RS03795,KEGG_Pathway,map00400
3628,WA5_RS03795,KEGG_Pathway,map01100
3629,WA5_RS03795,KEGG_Pathway,map01110
3630,WA5_RS03795,KEGG_Pathway,map01130
3631,WA5_RS03795,KEGG_Pathway,map01230
3633,WA5_RS03835,KEGG_Pathway,map03018
3636,WA5_RS03860,KEGG_Pathway,map03420
3637,WA5_RS03860,KEGG_Pathway,map03430
3641,WA5_RS03870,KEGG_Pathway,map00760
3642,WA5_RS03870,KEGG_Pathway,map01100
3643,WA5_RS03870,KEGG_Pathway,map04146
3646,WA5_RS03875,KEGG_Pathway,map03420
3647,WA5_RS03875,KEGG_Pathway,map03430
3649,WA5_RS03895,KEGG_Pathway,map02024
3651,WA5_RS03920,KEGG_Pathway,map00750
3653,WA5_RS03925,KEGG_Pathway,map00750
3661,WA5_RS03990,KEGG_Pathway,map00340
3662,WA5_RS03990,KEGG_Pathway,map00521
3663,WA5_RS03990,KEGG_Pathway,map00562
3664,WA5_RS03990,KEGG_Pathway,map01100
3665,WA5_RS03990,KEGG_Pathway,map01110
3666,WA5_RS03990,KEGG_Pathway,map01230
3667,WA5_RS03990,KEGG_Pathway,map04070
3669,WA5_RS04005,KEGG_Pathway,map02010
3671,WA5_RS04010,KEGG_Pathway,map02010
3673,WA5_RS04040,KEGG_Pathway,map02010
3675,WA5_RS04050,KEGG_Pathway,map02010
3677,WA5_RS04055,KEGG_Pathway,map02010
3679,WA5_RS04060,KEGG_Pathway,map02010
3681,WA5_RS04065,KEGG_Pathway,map02010
3700,WA5_RS04085,KEGG_Pathway,map00220
3701,WA5_RS04085,KEGG_Pathway,map00250
3702,WA5_RS04085,KEGG_Pathway,map00270
3703,WA5_RS04085,KEGG_Pathway,map00290
3704,WA5_RS04085,KEGG_Pathway,map00300
3705,WA5_RS04085,KEGG_Pathway,map00330
3706,WA5_RS04085,KEGG_Pathway,map00350
3707,WA5_RS04085,KEGG_Pathway,map00360
3708,WA5_RS04085,KEGG_Pathway,map00400
3709,WA5_RS04085,KEGG_Pathway,map00401
3710,WA5_RS04085,KEGG_Pathway,map00950
3711,WA5_RS04085,KEGG_Pathway,map00960
3712,WA5_RS04085,KEGG_Pathway,map01100
3713,WA5_RS04085,KEGG_Pathway,map01110
3714,WA5_RS04085,KEGG_Pathway,map01120
3715,WA5_RS04085,KEGG_Pathway,map01130
3716,WA5_RS04085,KEGG_Pathway,map01210
3717,WA5_RS04085,KEGG_Pathway,map01230
3720,WA5_RS04095,KEGG_Pathway,map03022
3721,WA5_RS04095,KEGG_Pathway,map03420
3730,WA5_RS04155,KEGG_Pathway,map00260
3731,WA5_RS04155,KEGG_Pathway,map00680
3732,WA5_RS04155,KEGG_Pathway,map00750
3733,WA5_RS04155,KEGG_Pathway,map01100
3734,WA5_RS04155,KEGG_Pathway,map01120
3735,WA5_RS04155,KEGG_Pathway,map01130
3736,WA5_RS04155,KEGG_Pathway,map01200
3737,WA5_RS04155,KEGG_Pathway,map01230
3747,WA5_RS04160,KEGG_Pathway,map00020
3748,WA5_RS04160,KEGG_Pathway,map00630
3749,WA5_RS04160,KEGG_Pathway,map01100
3750,WA5_RS04160,KEGG_Pathway,map01110
3751,WA5_RS04160,KEGG_Pathway,map01120
3752,WA5_RS04160,KEGG_Pathway,map01130
3753,WA5_RS04160,KEGG_Pathway,map01200
3754,WA5_RS04160,KEGG_Pathway,map01210
3755,WA5_RS04160,KEGG_Pathway,map01230
3766,WA5_RS04170,KEGG_Pathway,map00061
3767,WA5_RS04170,KEGG_Pathway,map00620
3768,WA5_RS04170,KEGG_Pathway,map00640
3769,WA5_RS04170,KEGG_Pathway,map00720
3770,WA5_RS04170,KEGG_Pathway,map01100
3771,WA5_RS04170,KEGG_Pathway,map01110
3772,WA5_RS04170,KEGG_Pathway,map01120
3773,WA5_RS04170,KEGG_Pathway,map01130
3774,WA5_RS04170,KEGG_Pathway,map01200
3775,WA5_RS04170,KEGG_Pathway,map01212
3780,WA5_RS04195,KEGG_Pathway,map00061
3781,WA5_RS04195,KEGG_Pathway,map01100
3782,WA5_RS04195,KEGG_Pathway,map01212
3783,WA5_RS04195,KEGG_Pathway,map04931
3787,WA5_RS04210,KEGG_Pathway,map00270
3788,WA5_RS04210,KEGG_Pathway,map01100
3789,WA5_RS04210,KEGG_Pathway,map01130
3794,WA5_RS04235,KEGG_Pathway,map00670
3795,WA5_RS04235,KEGG_Pathway,map00790
3796,WA5_RS04235,KEGG_Pathway,map01100
3797,WA5_RS04235,KEGG_Pathway,map01523
3802,WA5_RS04240,KEGG_Pathway,map00240
3803,WA5_RS04240,KEGG_Pathway,map00670
3804,WA5_RS04240,KEGG_Pathway,map01100
3805,WA5_RS04240,KEGG_Pathway,map01523
3810,WA5_RS04245,KEGG_Pathway,map00920
3811,WA5_RS04245,KEGG_Pathway,map01100
3812,WA5_RS04245,KEGG_Pathway,map01120
3813,WA5_RS04245,KEGG_Pathway,map01130
3815,WA5_RS04255,KEGG_Pathway,map03410
3825,WA5_RS04275,KEGG_Pathway,map00010
3826,WA5_RS04275,KEGG_Pathway,map00030
3827,WA5_RS04275,KEGG_Pathway,map00500
3828,WA5_RS04275,KEGG_Pathway,map00520
3829,WA5_RS04275,KEGG_Pathway,map01100
3830,WA5_RS04275,KEGG_Pathway,map01110
3831,WA5_RS04275,KEGG_Pathway,map01120
3832,WA5_RS04275,KEGG_Pathway,map01130
3833,WA5_RS04275,KEGG_Pathway,map01200
3839,WA5_RS04285,KEGG_Pathway,map00400
3840,WA5_RS04285,KEGG_Pathway,map01100
3841,WA5_RS04285,KEGG_Pathway,map01110
3842,WA5_RS04285,KEGG_Pathway,map01130
3843,WA5_RS04285,KEGG_Pathway,map01230
3846,WA5_RS04290,KEGG_Pathway,map03420
3847,WA5_RS04290,KEGG_Pathway,map03430
3853,WA5_RS04320,KEGG_Pathway,map00230
3854,WA5_RS04320,KEGG_Pathway,map00670
3855,WA5_RS04320,KEGG_Pathway,map01100
3856,WA5_RS04320,KEGG_Pathway,map01110
3857,WA5_RS04320,KEGG_Pathway,map01130
3864,WA5_RS04325,KEGG_Pathway,map00230
3865,WA5_RS04325,KEGG_Pathway,map00670
3866,WA5_RS04325,KEGG_Pathway,map01100
3867,WA5_RS04325,KEGG_Pathway,map01110
3868,WA5_RS04325,KEGG_Pathway,map01130
3869,WA5_RS04325,KEGG_Pathway,map01523
3871,WA5_RS04330,KEGG_Pathway,map02020
3873,WA5_RS04345,KEGG_Pathway,map03010
3875,WA5_RS04350,KEGG_Pathway,map03010
3877,WA5_RS04355,KEGG_Pathway,map03010
3879,WA5_RS04360,KEGG_Pathway,map03010
3881,WA5_RS04375,KEGG_Pathway,map03010
3883,WA5_RS04380,KEGG_Pathway,map03010
3885,WA5_RS04385,KEGG_Pathway,map02020
3887,WA5_RS04390,KEGG_Pathway,map02020
3889,WA5_RS04395,KEGG_Pathway,map02020
3891,WA5_RS04400,KEGG_Pathway,map00790
3894,WA5_RS04415,KEGG_Pathway,map00670
3895,WA5_RS04415,KEGG_Pathway,map01100
3902,WA5_RS04420,KEGG_Pathway,map00040
3903,WA5_RS04420,KEGG_Pathway,map00052
3904,WA5_RS04420,KEGG_Pathway,map00500
3905,WA5_RS04420,KEGG_Pathway,map00520
3906,WA5_RS04420,KEGG_Pathway,map01100
3907,WA5_RS04420,KEGG_Pathway,map01130
3915,WA5_RS04425,KEGG_Pathway,map00040
3916,WA5_RS04425,KEGG_Pathway,map00052
3917,WA5_RS04425,KEGG_Pathway,map00500
3918,WA5_RS04425,KEGG_Pathway,map00520
3919,WA5_RS04425,KEGG_Pathway,map00790
3920,WA5_RS04425,KEGG_Pathway,map01100
3921,WA5_RS04425,KEGG_Pathway,map01130
3925,WA5_RS04455,KEGG_Pathway,map00500
3926,WA5_RS04455,KEGG_Pathway,map01100
3927,WA5_RS04455,KEGG_Pathway,map04973
3931,WA5_RS04460,KEGG_Pathway,map00514
3932,WA5_RS04460,KEGG_Pathway,map00515
3933,WA5_RS04460,KEGG_Pathway,map01100
3936,WA5_RS04475,KEGG_Pathway,map00450
3937,WA5_RS04475,KEGG_Pathway,map00970
3939,WA5_RS04480,KEGG_Pathway,map03018
3942,WA5_RS04515,KEGG_Pathway,map00620
3943,WA5_RS04515,KEGG_Pathway,map01120
3948,WA5_RS04560,KEGG_Pathway,map00900
3949,WA5_RS04560,KEGG_Pathway,map01100
3950,WA5_RS04560,KEGG_Pathway,map01110
3951,WA5_RS04560,KEGG_Pathway,map01130
3954,WA5_RS04570,KEGG_Pathway,map00750
3955,WA5_RS04570,KEGG_Pathway,map01100
3958,WA5_RS04590,KEGG_Pathway,map00190
3959,WA5_RS04590,KEGG_Pathway,map03018
3978,WA5_RS04600,KEGG_Pathway,map00071
3979,WA5_RS04600,KEGG_Pathway,map00280
3980,WA5_RS04600,KEGG_Pathway,map00281
3981,WA5_RS04600,KEGG_Pathway,map00310
3982,WA5_RS04600,KEGG_Pathway,map00360
3983,WA5_RS04600,KEGG_Pathway,map00362
3984,WA5_RS04600,KEGG_Pathway,map00380
3985,WA5_RS04600,KEGG_Pathway,map00410
3986,WA5_RS04600,KEGG_Pathway,map00627
3987,WA5_RS04600,KEGG_Pathway,map00640
3988,WA5_RS04600,KEGG_Pathway,map00650
3989,WA5_RS04600,KEGG_Pathway,map00903
3990,WA5_RS04600,KEGG_Pathway,map00930
3991,WA5_RS04600,KEGG_Pathway,map01100
3992,WA5_RS04600,KEGG_Pathway,map01110
3993,WA5_RS04600,KEGG_Pathway,map01120
3994,WA5_RS04600,KEGG_Pathway,map01130
3995,WA5_RS04600,KEGG_Pathway,map01212
3997,WA5_RS04655,KEGG_Pathway,map02010
3999,WA5_RS04660,KEGG_Pathway,map02010
4002,WA5_RS04665,KEGG_Pathway,map02010
4003,WA5_RS04665,KEGG_Pathway,map02024
4005,WA5_RS04670,KEGG_Pathway,map02010
4007,WA5_RS04675,KEGG_Pathway,map02010
4009,WA5_RS04685,KEGG_Pathway,map00910
4020,WA5_RS04690,KEGG_Pathway,map00010
4021,WA5_RS04690,KEGG_Pathway,map00710
4022,WA5_RS04690,KEGG_Pathway,map01100
4023,WA5_RS04690,KEGG_Pathway,map01110
4024,WA5_RS04690,KEGG_Pathway,map01120
