Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
WA5_RS00055,-0.026351631688327565,-0.010174163990896325,0.006720143518672292,-0.005634613744512619,0.018100032607927984,-0.013540528488202606,0.027320931482753445,0.0028376642921003332,-0.02900959238541302,0.006070308860622007,-0.003643647564101503,-0.0015277174479594936,-0.03264991968349396,-0.032885279391624084,-0.05684569765759523,0.010744766360037867,0.018301423617362565,-0.008159517422887787,-0.006460814235689768,0.007519817952946056,-0.008826756102760437,-0.0388294108164136,-0.014100812955785785,-0.019844205251464103,0.013150025018539346,0.0036244875489973216,-0.002985336864634347,-0.0472811730851492,0.020259602166773007,-0.015992198241227044,0.03258495522272317,0.021920128676506237,-0.002653226105271832,0.02003576386262166,0.0222216907041008,-0.013881954269036762,0.01162353121172879,-0.018941515335725304,0.021792414061461964,0.027505107716025073,0.002272396514986369,-0.023786565492893732,0.0012320543223515988,-0.027733400619281548,0.0004644029019686676,0.012078343983561134,-0.012694473722454082,0.012053569831158288,0.009657706351799763,0.014365611312562516,-0.00815280953577521,-0.014486178927742928,0.009113888999142242,0.0509993504907656,-0.028453340461102945,-0.02495593908534443
WA5_RS00060,-0.002918832218142174,-0.0027945358150156686,-0.0030242785176609675,0.00886212510934818,-0.026340711079729004,-0.006787707967748171,-0.0026811001461976972,0.010977191737030682,0.026531683328854763,-0.008040492210421097,0.0006559251176469819,0.011543592517725059,-0.006212789091736731,0.008266167043579091,0.018767441016646454,0.003209300014774773,-0.005239267381933358,-0.011548366063885485,0.005449487682129561,0.00028073766739526886,-0.01784648069168501,0.01688552654817291,-0.0027321003490516456,0.007043860758001783,0.025066690461365934,0.0019674537054385523,-0.012319536400908302,0.0077657921453718,0.004116614181743049,-0.019959760052101094,-0.018974046834413047,0.013530464974344404,0.005396439551202593,0.009981308807047276,0.0013455736866087894,-0.0094942253689757,-0.011105557560098882,0.016774258655010546,-0.004876324977205299,0.005517928121479977,0.009262344324077286,0.003521017693666427,0.013663468111842405,-0.021701714784776116,0.01510882703670995,0.011474739357059244,-0.004338175870672004,-0.003139443225865613,0.012675007238978284,0.011838250152147877,-0.008826879413480452,0.009447125474138953,0.015400892359119627,0.014621259805457152,0.00846512465935514,-0.002575266901248834
WA5_RS00065,-0.019552072014777662,-0.0087060539875167,-0.016591566798511835,0.028543178690730992,-0.0279137539881289,-0.0013779117648917796,0.012914018463705917,0.0031357948754913417,0.02304872119037261,-0.005129919626739903,0.0037067042723937516,0.016155307264203722,-0.007618100881660328,0.020174309985275803,0.0036975853642508072,0.005043945394454139,-0.00033176881692783796,-0.0003192044936299958,0.00481738176178271,0.008328926093268262,-0.028651084815326404,0.02204676279691754,0.0015569337769718037,0.016952560404794953,0.019090949011198694,0.004730204290292275,-0.008412398752083869,0.004588072253300131,0.004319126514408674,-0.01996845418409891,-0.015289313186099265,-0.00801680229119994,-0.001012573241560155,0.007032086042901339,0.013900507520963118,-0.004093858848742949,-0.01669137105813467,0.042862322950237265,-0.012859497846000503,0.004689751499130363,-0.010094592939273077,0.019356910395459725,0.013937927727189346,-0.017226910928394658,0.01029670971267982,0.009639082197891547,-0.008272812797209084,-0.028780823239700548,0.008632100271896693,-0.00647345843104034,-0.00893375318319304,-0.0011558792671317588,0.003572307465283822,-0.030689996203882828,0.014899199391386024,0.0026465142949695076
WA5_RS00080,-0.0313317649176782,0.06096049473248532,-0.01466267006308375,0.009077172650156314,0.003873790454221339,-0.018908991780974726,-0.01569926596602793,-0.010256556691559993,0.013521334895593902,0.019349519515801866,0.02258227604791522,-0.04373120125034162,-0.008464691402880276,-0.0038576573361251663,0.002649999290542731,0.05418348149706844,-0.09698522328831746,0.026403588496552912,0.020957200448853394,-0.04520012659060356,0.020851536403512175,0.0011467485656040195,-0.009553459039752618,0.049541515816345354,0.012076187967588005,0.0011464093639908573,-0.03229365316726615,0.010288732801313484,-0.009323211185382384,0.011991003830330138,0.04942211067877296,0.020451257031535018,0.03020357911681937,-0.029611269119783998,-0.01854320786127836,0.003990050553859967,-0.02727034054923454,0.08839767178603213,0.01313919233589766,-0.010804775034566491,0.0005041644193784083,-0.009612191359727965,0.06173389955731832,-0.01397617725568534,-0.006703865469070429,-0.014409069193660173,0.010693433710404604,-0.012324492406152097,0.020782325393655085,-0.0078088997816008945,0.0033704594317175997,-0.02401635414236205,-0.05584333565646054,-0.034680250869851624,-0.007957885461267848,0.022028170727625918
WA5_RS00085,0.006394110892365989,0.003945132745479279,-0.0034960568335661124,9.869087366000691e-05,0.013474458266691604,-0.013477045291575845,0.0020471427992651775,0.007225870088490552,0.004143093079638086,0.0011590418117181501,-0.008904953268185937,-0.008393971356086712,-0.007115994733140046,-0.0003880491204849286,-0.009420040002272574,-0.0010537667287547684,-0.013778311300329216,0.03184017121484809,-0.005527287447088846,0.0032185217142012505,0.006616449006952965,-0.014753029278512164,-0.01865985551969171,0.003013278224431695,0.003075655334245892,-0.0013856736846282814,-0.007310663434030924,0.013072316945676477,-0.01395042581439776,-0.0056121658995796015,0.004096364119602785,-0.005409692789476599,0.004039245225472214,-0.0130373247303234,-0.0010719928016639144,0.004883846983351139,-0.002431457551660038,-0.00445595270135336,0.0027753109553386502,0.00929749654183161,0.008350799463049188,0.027318803106498098,0.004379130535503791,-0.009856744634406054,0.013082293536955612,-0.010064056684104232,0.005608682660355065,-0.008140796852598222,-0.009111850950227733,0.004656601032172815,-0.013435723728396121,0.007577684872655815,-0.004683514418131067,0.0009695222985082913,0.01421391963781641,0.019834411853539534
WA5_RS00090,-0.0040176748643800855,0.001226881837948122,0.011495951100412414,-0.0001003454698850284,0.0051722775704312225,-0.01423941996524703,0.0027975749864548993,-0.0016736578526601819,0.02581034163722047,0.000539279005098703,-0.008074639567479433,-0.007121187069433034,-0.007950842290568336,0.0013743124191355266,0.009283136295717141,-0.013626507096267497,-0.007841494444940632,0.0399215069637261,0.004209659778881122,0.012479150238633947,-0.00015922177633501266,-0.007379961303364756,-0.02162337904600647,-0.008313764701030981,-0.015833870567306608,-0.004136439267239661,-0.0006128910615595812,-0.001423288128084752,0.004113048054816071,0.007316122201666009,-0.021615920916367562,-0.0027592569741084557,-0.001766524969618306,-0.03757167018692596,0.00640481483143531,0.0013503224854431498,0.012897906578478904,-0.0002205113628889389,0.010910907970592578,-0.007351167382603769,-0.0025777625959360795,0.01265198992442701,0.00793500794739954,0.0007375844709761803,0.014345873314642307,0.0021076331856177883,0.021583079334543467,-0.01287586910992532,0.009074498329968735,0.002034469630973352,0.021613219349272326,-0.008657615468093474,-0.015814598214222975,-0.0018663568328176204,0.018123735995884047,0.021127549458329037
WA5_RS00095,0.00271600733251413,-0.022769973505144342,0.009301628370143793,-0.020108772871835087,-0.0004349788849048461,-0.0075473245729451265,-0.0020336782710539624,-0.010097747076137371,0.005445834727327464,-0.007575112397026027,-5.6799066000560475e-05,-0.011920704435796329,-0.012127890780138713,-0.011021775328238686,0.011484790086814014,-0.008194685111139483,-0.003924163215326706,0.04691722953319838,0.01394118789474948,-0.009650248995582492,0.004790867005913259,-0.008763980385397966,-0.017534816910810987,-0.018632379159695813,-0.017990434891312825,-0.0011745482723490952,-0.007948301227765816,-0.006545645394194802,-0.010064378715023733,0.005213428154735454,-0.001625661200353743,0.01002649053454298,0.009731734380316805,-0.011105148067020114,0.0001984433467426868,-0.007857236410804243,0.013047665734582542,-0.006032493870953559,0.012833439676750854,0.02319735375022369,-0.0068551705553131555,0.008272051807104646,-0.007009811736583439,-0.021587962005191336,-0.018634837495363547,-0.006016568279804302,0.00513925390764949,-0.01119677951706492,0.00648588864272004,0.008930167997473582,-0.011026399344220226,-0.019616569376074228,-0.00803358571182396,0.002501516038121152,0.017083896206090576,0.004442924262376863
WA5_RS00100,0.0036563548140174412,-0.03899846190233579,0.017168471343319967,-0.013838832805128974,0.007065463821229635,0.00021470272907027295,-0.00011251821234475327,-0.004303074423667238,-0.005873525890140947,-0.005426974575826236,-0.0004189289437941732,-0.011754068908051056,-0.013115497720397207,-0.013791800315798148,-0.013078358213263329,-0.0054129195210511185,0.009039903185647086,0.007286625283942125,0.019677017534676714,-0.011703288838011923,-0.0040572647460203675,-0.0069121762827930025,-0.024520391655378355,-0.022547713967594286,-0.021758217867308506,0.001346799137132852,-0.00680607013021227,-0.014689296108398751,0.009836723711144349,-0.002428706385122062,0.00017326235171225061,0.004418020779351329,0.009737576532089409,0.0028986160611030403,-0.005473416611929433,-0.00835994229192084,0.013253495971089515,0.015589195729257184,0.013137154363240967,0.028327150193239746,-0.0036620860410746564,-0.020658963574481503,-0.0029545319239789656,-0.023188196655110155,-0.0073962680507386,-0.015035589953139028,0.0006582160864727686,-0.00991491871150603,0.006360869284039466,0.009138861154944437,0.029361718890292092,-0.015713058858380088,-0.026032587926229343,0.0020425511132135346,0.0033838551648437106,0.00744590393523955
WA5_RS00105,0.01703523626661926,-0.04370874872422812,0.01116997889820635,-0.008281653574769654,-0.023748676739229518,-0.015572899909473454,0.011696302079545,0.000914816542816445,0.006490821256247135,-0.0013509041147388018,-0.005835213668585083,0.011291651329268739,0.0014567912172406764,-0.0074675378536664515,-0.008294918645120346,-0.015782896974047434,0.016598632989253532,0.016573582982940333,0.008593736551197505,0.005424825180451812,0.029888020669999914,0.003442471361767305,-0.024390062943930858,-0.007659361248864794,-0.014539016030948121,0.004396881285685602,0.0039618893562691935,0.011239380152120717,0.02849775546113027,-0.004326600192953807,-0.018371600810561214,-0.003570718873398786,0.013031586164892011,0.012198117040384038,0.013238741490511918,-0.0032595634075930496,0.0043328724367658715,0.0019610582523082658,0.00042299698670057387,0.0065002447449561684,-0.006547595150458321,-0.01538505348850865,-0.002437506193809442,0.002678544452091419,0.007854403587688026,-0.014376827277522299,-0.008753615148380323,-0.013137015106078216,0.005885494358496998,0.009822911695952403,0.0011666544559885484,-0.04795505360781455,0.016879782427655556,-0.008770454742473094,0.02985989947340152,0.013914646058171441
WA5_RS00110,0.0021882869523777554,-0.02566868085701284,0.007035919362904265,-0.0037854702080168416,-0.014896538611155202,0.00019048757169572817,0.0029184404147445542,-0.0023605824872428077,-0.009209019823147363,-0.010469913771061464,0.0016655281851681984,0.006544360254896564,-0.010242094668453338,0.01038984793701203,-0.013929716674260262,0.007655618554927173,0.00457168249028903,0.004479793178020201,0.005844822142159542,-0.005413536029560911,-0.009354575491944997,0.010085574424321925,-0.004390415429495715,-0.003202182213499194,0.00021686689033803544,0.0007812662693019489,-0.004799912390299168,0.017319042290401338,-0.008347278154774061,-0.003358435662237698,-0.008371458362182255,-0.0018568677012925302,0.005973632051625079,0.001725036151305302,0.010598278900248883,-0.010055884954790229,-0.001854023712833071,0.0030555533698736186,0.012274886964136327,0.0096615306888202,-0.004155683740291028,0.007909426065411314,0.015929190384812043,-0.0032343941837649787,-0.012501122746936605,-0.012686092716867143,0.00012053405327799586,-0.011031365075259815,-0.015621378602816798,-0.011664023093462938,-0.015186631473517358,-0.021734159577244543,-0.018831708166437717,-0.005049097115756118,0.00044480540944506536,-0.004136760866392645
WA5_RS15930,0.004720702041923414,-0.010337633761899416,-0.03560230941850537,-0.0052439816360295485,0.001505319200831061,0.01434729351170635,0.05185804963160346,-0.009091422446120745,0.015347919567980874,-0.0188405532622926,-0.010573841605298846,-0.008132875515095743,-0.005039287200598542,-0.009886776358709189,0.002955100243368777,0.018797075570132802,-0.04026658598393876,0.01232030955285774,0.0001991575599452902,-0.003983583973498187,-0.008786998637271283,0.004408684214192001,-0.008927918055153644,-0.007445470344653585,-0.006704629469006923,-0.0016252867318419725,-0.0061659731151507465,0.012951578298814931,-0.06278161805378733,-0.0001844859572476032,0.00867260436983072,0.010228085818896027,0.010516978115956633,0.009332824754679026,0.018128200969487984,0.008128213035710787,-0.0021439704897511947,-0.01145080382807618,0.021841015792978164,0.0417196932638341,-0.010412784526880593,-0.02564496956608052,-0.01362551871567435,0.013060449798062727,-0.04090366249365411,-0.0029693857820903497,0.00299924573658366,-0.021387037031129544,-0.013250858345626814,0.015438414458066752,0.004597470991067527,-0.000874917284828714,0.048357766597819284,-0.03419769092380974,-0.008343078935006824,0.004241709055787359
WA5_RS00115,0.006573033530826399,0.006874398427956205,-0.0010708988166577126,0.028829613667030903,-0.0010687894520884165,0.028411032683197463,-0.03738966041144069,-0.00710067967356279,-0.00026779102888783876,-0.0051496012794023695,0.003322759640685309,-0.002840057371943557,-0.004700295677506522,-0.003916684056245485,0.005531216412675562,0.019780228933114503,-0.011849715456699203,0.001596590811784645,-0.001951121293781201,-0.007158841327592995,-0.006417563429132048,0.0014238408703004335,0.010127816103233689,-0.013466424417559348,-0.01377505890506895,-0.0018747408753335545,-0.013116869275233528,-0.01889578080389035,-0.03727484905514702,-0.012388451181666796,0.00838724321157964,-0.026074105911843427,0.010222612496447507,0.002182492108228109,-0.01239186999591257,-0.0010779257972967022,-0.016415022791429947,-0.0003594823907206746,0.004318116807552384,0.0014962772244511756,-0.007858186052705232,-0.02849453780900213,0.017490807501165724,-0.007050123594501542,-0.017691366288100287,-0.0037547207955145674,-8.747878824499647e-05,0.0005478477620054644,0.011507783849523293,-0.00519876884733615,-0.011894542754267112,0.004737765550750838,-0.01783425549965463,-0.016341387157994196,0.0025849124441564226,0.016995283852390988
WA5_RS00120,-0.00696249167747558,0.0026839401944998777,-0.010267401794656772,0.02276337906797514,0.01960106088975829,0.03480869677204774,-0.02723419639895931,0.002826816200359611,-0.002442361436763909,0.00020447891983816594,0.012139547782525049,0.0024258637219377174,0.0006817109823491444,-0.022238696873948638,-0.017588844739014634,0.01429097777491476,-0.008619906617185423,0.004257164828053374,-0.000926602019094355,-0.0023995094749247425,0.005442431201295211,0.0006388138094640493,0.01348418861937632,0.022027372002671998,0.0021870689608358526,0.0011062857646761117,-0.020601412069712655,-0.013024080419194473,-0.005821257363543586,0.0012234641459882944,0.014748530709665886,-0.001863715309572994,0.025557135149205476,0.0062786006053295726,-0.017512285158714534,-0.006440297381481529,-0.004247309732334794,-0.00967814637087677,-0.011509549825762643,0.011794976042574196,0.004128403642971822,-0.007514155417349961,0.00851405032956578,-0.006740351349827198,-0.00923182264853693,-0.0017657738035323717,-0.011387909436597655,0.00886536679587569,0.03849854542376133,-0.009312278201159863,-0.007957864640815767,-0.009037021969948026,-0.009595330222638412,-0.0061574521792832175,0.011720033690378221,-0.006759651514280006
WA5_RS16110,0.0015744321066504777,0.06198838403707371,-0.014435229726727974,0.001317368848070528,0.009769077564548619,-0.008008155891901986,0.07903193410295695,0.06123804877652888,-0.009215326621280339,-0.003387057620999431,-0.022091038080160504,0.017053422265669388,0.0074270135515306125,0.019424478663075936,-0.018318968122643,-0.03543197857547122,0.011039374363114744,0.0061686911957294826,-0.005725396735329108,0.008329265560541704,-0.005404092362217014,0.0040499164053550436,-0.014179448861517317,-0.017944502306821965,0.0015847515455739685,0.013450384821139775,0.010506690755939177,0.049626296733813385,0.04141850516155334,0.013181284239495312,2.0851289189910738e-05,-0.025926961363787436,-0.00638317692153644,0.006863784840628376,0.019698484291086008,0.003927525803601929,-0.04653588306765023,0.006481673653261852,-0.005643793093687345,-0.025351023835079763,-0.005202339653562038,0.00023679640385559897,0.028850086894753785,-0.012026825654920808,-0.010542311473404599,0.007613692754813817,-0.0007515633544940811,-0.03385906096621954,0.007100859612286207,0.041631914474409344,-0.006164269074412153,-0.005472785716662832,-0.05630152035374234,0.028363620850813336,0.0011539235585151747,0.037077550340371204
