Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
WA5_RS00005,-0.004804189084762501,-0.0051239406937370014,-0.010342935998214115,0.010938996090445012,0.005114210289669436,-0.0017441998325721708,-0.008951062269225351,-0.0012448962638418359,-0.0022660027369213282,-0.007193544840633819,-0.0013925177525010279,0.00674243653590656,-0.017009147562971293,0.0012050731082681168,-0.0023192926807405413,0.004628367885476671,-0.012101670785633407,-0.0018672049926214019,0.008786509998869192,-0.0009564680390919993,0.0003977056775668939,-0.009692969429200508,0.010361420833314823,-0.019782467971169847,-0.01134221643016337,-0.002405311332174098,-0.00744920014969597,0.006698235163977346,0.03725662725254264,-0.0007608007146079985,-0.012758010442808864,-0.008564902646150478,0.0036244897307162773,0.007527928889053407,0.0032736835165006906,-0.0035202704716735655,0.008777239399785877,-0.006881390043993183,0.0021484620477138284,0.0124550038518178,-0.006413939652548648,-0.011008948575675723,0.003142334716640408,0.0030132315265928456,-0.0011808376481048934,0.008014881966541109,-0.004349220239340753,-0.017677296570149756,0.010211468432826446,0.017034905104236022,0.0007162805266417139,0.020511995987345915,-0.008970333773199219,-0.008280010230712327,0.011218915958960449,0.021089642126640325
WA5_RS00010,0.0011918596397680519,-0.017190831466246073,-0.005512537462881119,0.0036921320627987886,-0.0028368140850439615,-0.0014870289820112356,-0.010651770775879157,-0.013519148439830044,0.0035333004008448136,0.003705892219421096,-0.01928474019125086,0.013844456662463181,0.016667458303239995,0.012939862144265811,-0.004488090654711188,0.014265756306551027,-0.010696130858096724,-0.016742375121032584,-0.008348004821924247,0.007317899545703265,-0.000556507726906215,-0.008370994948664875,0.00435282690809346,-0.012353565254995782,-0.020326672478748187,-0.008644301244309151,-0.004370452125866314,-0.0030837442207839356,-0.031158572870304685,0.002316294493056295,-0.0012348033005260726,-0.009328462007126797,-0.007590464246887863,-0.00030298852318360936,-0.0044885138224592565,-0.005896002465355213,-0.005515825116678331,0.00048194056768730627,0.016007077691462424,-0.006783154681158883,-0.002925883853587201,-0.007523966466684806,-0.001866534356725851,-0.007924672182177775,-0.0026267394294913838,0.014059819698452627,0.0016783070272492363,-0.005873520295812501,0.017816415192642675,-0.008425079061885006,0.0022173017920917573,0.0016209647515550763,-0.012667459681536701,-0.0005109281559971138,0.010525628508215876,-0.04805045789022647
WA5_RS00015,-0.014592348528189905,-0.02131754291514049,-0.002371077176613203,-0.00476584663939311,-0.005698387522839259,0.00041723750751152173,-0.011289551523566714,-0.004555024327314239,-0.01047496201902024,-0.007815312116413401,-0.013987146733100442,0.019962321582639744,0.009400304262628932,0.001355704452935437,-0.016581749344171493,0.01978478545986746,-0.001338234627600307,-0.010440228610905303,-0.011437558983437459,-0.00016192069974506083,0.009093521975560839,-0.010975006671444378,-0.008973022136153544,-0.012150037673463404,0.00023430041165254506,-0.0015556834272348323,-0.007010918814795886,0.002137933944954923,-0.03151521606535954,-0.026549610639103383,0.0036972539511560243,0.009897309578996557,0.001164411760736815,-0.004067893546152499,-0.003833093969738734,-0.0031674663057603856,-0.004475587787102531,0.00977852280042977,0.006027387508471895,-0.007658484308035099,-0.0035446246763924994,0.002030382484759805,0.005858282638605184,-0.02395404255283189,-0.008609159336878185,0.003606040834763295,0.0009593987927658864,-0.001223642876287687,0.01961691504912163,-0.0045808921117779615,0.003990596864477272,-0.02021129753637091,0.00641275549744623,-0.007812908082647096,0.009500791630654447,-0.05929470322619423
WA5_RS00020,-0.026851240388000613,-0.01747449486501428,-0.014526440510222196,0.0010879674647527129,0.005001992264098508,0.004615046711405669,-0.010050991352499398,-0.012776942879066173,-0.028900204470886873,-0.0023467433808635045,-0.016211405352265496,0.025645033549977762,0.015808126052210186,0.0005951327047997438,-0.013155327836694075,0.04465130215765986,-0.0023479950441652134,-0.004359467228292905,-0.016873910183529996,0.008914439005550242,-0.018997791546814764,-0.02216271439450973,0.022070347365261037,-0.014607652211987586,0.011317710659403563,-0.001059111695684008,-0.006507208709815665,-0.01942759125962227,-0.035490990083433455,-0.022213342057947057,0.011298875883544912,-0.0015273783930196145,0.0028120981392396314,0.009243674834767434,-0.009859260299301849,-0.017698853984009562,-0.010940898359693576,0.01314941599830462,0.007184502225491262,-0.0014382202642482082,-0.002982067506437873,0.02260496420614067,-0.003181431027146806,-0.015230736449600712,0.006702773308416542,-0.013369623319832335,0.0008560161407149236,-0.009483155402740365,0.006332766018444788,-0.016719990912636956,0.002928531732099103,-0.012199314648151854,0.007961742190318134,-0.005867547328048101,0.009048697682656207,-0.06742008235738764
WA5_RS00025,0.008798165791944893,-0.00775678976057403,0.005003766754870327,0.019156592341067865,-0.01652409232357106,-0.0012845354034546489,-0.005720346537122079,-0.001703503135788336,0.01107625765776828,-0.005345593603239055,-0.003915576628690018,-0.01684793849603904,-0.007773121088743733,-0.0053094693414945885,0.009541496649798989,-0.009829898753526339,-0.0029441880951479667,-0.003936062152067929,0.009003382619972028,-0.017733697096897708,-0.004464520286731122,0.0003290727595758966,-0.0003125002839333505,-0.008117828214523656,0.0005494830035114917,-0.0005027097554646142,-0.0023310847569601566,0.00869892648705997,-0.0034345002483130577,-0.016985690972802024,-0.0057952833734713745,-0.0007363498810077614,0.0065368348840413315,0.011467051748220951,0.0064023744806592205,0.004381596173361497,-0.0036383999477868512,7.520167145915278e-05,0.003567317263616127,0.006539872082043567,0.0009730538669739048,0.013207096846742226,-0.00150795196162815,-0.012244272740036264,0.005490126096628096,0.027140194938154907,-0.00602497720097717,-0.008705267619457812,-0.014276624949346535,-0.0009337514895172147,-0.013318741075835144,0.004446446978220218,-0.011007447797728725,0.004512338131871497,0.01557833758689179,0.0021526069530285324
WA5_RS00030,0.018711570993261453,-0.02033126820604914,0.007348722344124386,-0.007492249948602712,-0.010987742177896996,-0.0016198575205110769,-0.007501437604190044,0.0013328636708441804,-0.006418743089057294,0.007856918094334895,-0.001802655201688982,0.010043011117257888,-0.015478742969124486,-0.007355898006455187,0.006973189392176759,0.0010380620004614483,-0.026400774287966902,0.018466630741652952,0.0014392848387027861,0.013601317258367544,0.010585613877383611,-0.008681841842430205,0.010450075704434424,-0.008760955180668316,-0.00217430913345655,0.0020144396182207604,-0.003158831452319877,-0.01148616733625783,-0.004839600960843613,0.004894184463990878,-0.0025703703875209188,-0.014588145541124984,-0.005223080129491813,-0.020135366937326468,0.00527273853255953,0.004914888744400154,0.004121655162900528,-0.024510964827772482,0.0036700101723043392,0.02321336069212203,0.004902333949957858,0.0031381153931725183,-0.026762033856398103,0.0007675615448676365,0.012123113101513719,-0.00935196205801453,0.003236259222613,-0.0032273142589621232,-0.00835384058359731,-0.0012598273774090984,0.022909905920182223,0.011292521156476484,-0.004045026717634623,-0.004831388805625956,-0.007882795729724473,0.004818804468682766
WA5_RS00035,0.002274603411146688,0.003160560309204443,-0.003910531066606661,0.0076850994332226755,-0.002075699385189423,0.002803058862262477,-0.009785797289028264,-0.006587651349359082,0.010947162092887056,0.0010479806362181016,-0.0014389576875727763,0.012651359573165969,-0.004510350132207697,-0.002237148776710644,-0.0018381616335241815,-0.004387878928394921,-0.013636084431029634,0.011223631472085847,-0.006274520389181434,-0.0010655181389336691,-0.010598926489944387,-0.010837123322215841,0.010339060874999004,-0.0032547396713548935,-0.017480215696293454,0.0015680464456826998,-0.010974560458396818,-0.015182209545712606,-0.005976616694390891,0.012929288591108475,-0.005454835497584747,0.00022814031145410322,-1.5689561234131375e-05,-0.020010497531010776,0.002582904285722254,-0.007558259781871552,-0.005570598069003551,-0.009531019930786271,0.0017289770660925108,0.027862441635930744,-0.0026678573371280143,-0.018332286045766668,-0.006601671361820982,0.0029046212385056575,0.003973776340079244,-0.009329431714741434,0.005067877688645398,-3.9827226348224586e-06,0.003911700020316046,-0.006709060950500702,0.007605436252646955,0.004064925644312669,0.004152149637022454,-0.01941232399169871,0.005579996248737725,0.0077345723242936105
WA5_RS00040,0.01569850732002184,-0.0070099156983239475,0.016576600426591995,0.02865225681040843,0.0057229324302473916,0.0036236275748172536,0.005631191672293712,-0.005198299817917156,0.006778218805826412,0.0052990194633306805,-0.0028536488008506977,0.0020172854227642366,-0.002412247312614552,-0.0009454460740350701,-0.020764613951954895,0.0008011831748197574,-0.012349047282966909,-0.009008792170189303,-0.00773241377490638,0.01483620243530074,-0.0008517853167756043,-0.006791850495706666,0.009080445397869768,-0.008977785443410406,0.0017030712955446055,0.00017180427961070312,-0.007948930211746315,-0.02800036973772759,-0.018160185974098922,0.008127791483875622,0.0013255326021374956,0.018647233157761692,0.0024844806753252734,0.007742894991890206,0.006338167556227907,-0.007838070711557434,-0.00599354193773418,-0.007576013629289771,-0.005531993796753453,-0.007191997574367641,0.0002589557465759352,-0.016045658237771127,-0.02892326722343427,0.01002609602408157,0.0018554059243498712,-0.006229553266062552,-0.008978003198853408,0.0007431605627894981,0.032135860894855386,-0.014943141462471077,-0.00017734000610095075,-0.0163288097506998,-0.0062653421610722035,0.013266596055365535,0.02616807739246544,-0.0003352479870741316
WA5_RS00045,-0.023543708366357368,0.0015990492774788415,0.01190117548274392,0.010295428975977731,-0.019170127586531947,0.001679977671666885,-0.0013203402541912752,0.011862393336520765,-0.002879827535105862,0.11393395054047137,0.003382727917949684,0.018277852241972026,-0.0008866306888774078,0.005133046694338221,-0.03074790444389725,0.0255252296812947,0.0032185050387334656,-0.011915153011697143,0.010078617825248144,-0.005891018956622771,0.024828573535361654,-0.046034412860665064,0.018096320867014196,0.0359007752843255,0.0017504940017524996,0.0017726473912635498,-0.011646414292119538,-0.037876323697796435,0.012543402220693452,0.01005303660958855,-0.0019009926886227432,0.027937167068948478,0.022556397348012132,-0.0029930727862155283,0.007672219178773896,-0.009469866573865554,-0.0051413913574810954,-0.03507836875104941,0.006192448786826035,0.02305241406290857,0.004247499262330442,-0.011526844712565671,0.04904508853022015,-0.036837438142425225,0.0010840339781806856,-0.005556125796317589,0.000801772307348276,0.009488467665935411,0.015826505770290267,-0.033393705169835,-0.00981529902306031,-0.03565705476085736,-0.02644140421339701,0.011218716126163462,0.007146500549538893,-0.020339155618664992
WA5_RS00050,-0.018368925025660524,-0.03873577474486205,0.023327073776710585,0.011263901840861889,-0.006085097941647627,-0.018802322457213295,0.010798724800212045,-0.015443565120132367,-0.01689696105306019,0.0008705574791105782,0.0012653028283975232,-0.010312291192971496,-0.0018429856408256737,-0.0064865839009198185,-0.05512726030952437,0.0159754860541573,0.0002098205508742498,-0.0218833486529951,-0.0024979388420170857,-0.006396580178979633,0.004550948839098961,-0.024746872939667618,0.01272350692553627,-0.021947520939525567,-0.004976413798626171,0.008807821713749579,-0.015709729721261178,0.01382666748293526,-0.01261252932516211,-0.006851519866923725,0.0027525068951644222,0.004365084991483505,0.012410841813348339,0.008081672974894615,0.019096287618221935,-0.03142503699576784,-0.003864992004815436,-0.028849060780205108,0.002099153391944214,0.01755130760729354,-0.012756934730392052,0.005339182155088823,0.025079562776864104,-0.025690819235694273,0.006628141083719288,-0.016945352083956474,-0.0005741226429279903,-0.026174681018776798,0.01074747837739177,0.011340472748816612,-0.004553185645204065,-0.0045943789046373465,-0.00846258950326696,0.003804694863605903,-0.03143292027913318,0.00802414758488093
