Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
WA5_RS00005,0.005819629053045212,0.0002463590176543984,-0.0025495290446544065,-0.013010355969545053,-0.008221883161053612,0.003034836314704367,0.014206588174590907,-0.004368246691638619,-0.011642038447405025,-0.00839187047900959,-0.01073413150519801,0.004282029242308818,0.003371114213920424,-0.005469583362603155,0.0010400509895402796,-0.016840418922493956,-0.016898722842079196,-0.002701946609663023,-0.010788383422682197,-0.009253689803395913,-0.008874554077891793,-0.02178846446244482,-0.010639507279902904,0.00422606049799116,-0.0021025386965030706,0.003606537640751112,0.021801403997599802,0.0026923928451595457,0.0007537746429137032,-0.013852757982178965,0.0036230472124146114,0.006026144406179075,0.0032196874930812197,0.0008299186230890786,0.0010610798180831842,-0.0020465682889151625,-0.003433752960156764,-0.0037315709017208703,-0.0019404691148445247,0.013611819191971766,0.01198398523367652,-0.0035924106861260695,5.3426947446336544e-06,-0.0009094909026227126,-0.014572492725452767,-0.016046419169771762,-0.01465503046763959,-0.012867863790123201,-0.006135410795992526,-0.005166636887860547,-0.002696886390575132,-4.575987918958044e-05,0.0039368641759884825,0.024767803237329453
WA5_RS00010,-0.03716783194799913,-0.020522694213500118,-0.014731519618647137,0.0010120857217887985,0.0023333560662052266,-0.008913453553287294,0.01507439291644009,-0.005089188346118572,-0.0031779356661612336,-0.007896230850532052,-0.009746721450029002,0.0035211392690979184,0.0019497366471202475,-0.005961165705986576,-0.0018073845406194674,-0.004279963395339662,0.0029534439681138743,-0.0038131937488298066,-0.011501540320800864,-0.005271784953399055,-0.02812900148968584,0.02795284120074551,0.0025592676146887466,0.005842623017810204,-0.015958627546688645,-0.0015328670753236313,-0.012096274514738945,-0.0059894382619473645,-0.000906430084475245,0.0006249215155524808,-0.004335013470413667,-0.009855864838740984,-0.011666951210452168,0.00011683648122139936,-0.004318452793654733,-0.004805942692554203,-0.01662522544804796,0.006200218373930675,0.0010447743441507307,-0.010977845820074685,0.012227496859696898,-0.0033964292396161094,-0.009683665688497942,0.017253717191152793,-0.008684403573167373,-0.017809042293105044,0.008864186022231798,-0.028015164156757585,-0.007172892672623555,-0.02765501165967647,0.003165416630916733,0.00357640284810257,-0.012481166350176043,-0.01028825374654474
WA5_RS00015,-0.030285097839591567,-0.01702657158126131,-0.015243533740946131,-0.009742267223956647,-0.016417486979028277,-0.01617687749260453,0.0014895578779328298,-0.006237197070497068,-0.01113819915321001,-0.00011386674254747025,-0.014561748025029726,0.01129135659445495,0.0024890555234159265,-0.004976713423871056,-0.0029190598907997216,0.00479729626453544,0.0002468770118565534,0.015530989660889248,0.001902387688260675,-0.004476120196409931,-0.008262300451175004,0.022596111480173767,0.006139494954763747,0.0027642586029418543,-0.0141822828669846,-0.008920719818771204,-0.006545643729446319,-0.013361968489975116,0.00918225420410261,-0.0070041120406752096,-0.010727070026536199,-0.008962889830323478,-0.008566340009604297,0.009996602786953069,0.006399315899352946,-0.02709857907384231,-0.015389143792372231,0.0012778156899703854,-0.009025754688898081,-0.01532460664286586,0.006529978262536842,-0.016606551425622906,-0.013872173137839741,0.01974174613642356,0.002469128421211966,-0.020208580348831256,-0.0009758575971926342,-0.017816790101644282,-0.0029526181553201723,-0.013909498911636153,0.00843669670655844,-0.002118811029994845,0.0068406023391981,-0.015707642777363116
WA5_RS00020,-0.03717708120871476,-0.018309898992699566,-0.025038465008279224,-0.0013998182476487326,-0.015512040686681796,-0.008435471978935084,-0.014119074766850887,-0.009718231668186382,-0.011270254565274503,-0.004630180393327893,-0.021867298761592248,0.003706398162446104,0.003482724511514361,-0.007050145841020546,0.0006153225190498313,0.01201748780160574,0.008584147525185798,0.005280494118088587,0.0016929904211618733,0.002015571022562539,0.006365665504864634,0.027424810666593823,-0.0016590522873792316,0.002511721122563762,-0.018844063858896972,0.005034660125386135,-0.015702318808561457,-0.001624845633287098,0.012589268697719922,-0.003857299306810675,-0.005961220411491477,-0.005991374940091895,0.0003111116974889451,0.008844608348233302,0.009425544049646158,-0.016324599435457166,0.008159231608652532,0.003465902091291349,-0.005434807624877576,-0.023497984176083054,0.0026731861547452966,-0.012420666798529984,-0.013285248815208409,0.016080398465344294,-0.023786288317155336,-0.03568094259564074,-0.020617281196808186,-0.010772007476188972,-0.0067056833144608355,-0.0054981645104291545,-0.012629496271040014,0.017013479680352363,-0.011482750055054199,-0.01384600932477343
WA5_RS00025,-0.009448815802427825,-0.005640173323258211,0.003492604820708777,-0.008883581091604758,6.754709370650498e-05,-0.011721626506896376,0.02690319022066837,-0.0008998889470957237,-0.0013579351089275968,-0.0037426283016630197,0.013810817384222575,-0.0023800100661730004,-0.002170337869718993,-0.0020673786478736834,0.00127395886213129,-0.009568145325096034,0.004409163808054235,0.01696991016416115,-0.0032437774144088473,-0.0008828997427665733,-0.017357370915259927,-0.007426381749271061,-0.01767511981332601,-0.0015954997208629488,0.006913733011009707,0.007208616184415084,-0.00137426415456116,-0.013311746153431924,0.0009038959415143945,-0.004821276524161966,-0.006879581091760262,0.01146118919854025,-0.013287493974302587,0.002849847250245452,0.006013564422186363,-0.01127763295643795,-0.008436256629515713,-0.007563916647558609,0.007886861795927815,0.0010344438488803476,0.005555560745202854,-0.013132998493374777,0.00781544170401252,0.007052820201275972,0.004037623543572778,8.829946691182753e-06,0.009401925435064476,0.003447285414807643,-0.0009965437881772421,0.016883447011466705,0.009606409027638846,0.0040313569159348365,0.0015935582886589228,-0.00680540237119065
WA5_RS00030,0.005556035540719422,-0.001878535075821069,0.005630444793650912,0.014531279918174886,-0.00673241946775886,-0.013403215050334408,-0.01632127021354779,0.0029099476076386837,-0.001267814002187274,-0.026976968967141413,-0.015128206192987555,-0.014426333230536027,-0.0008121466164164121,-0.001113551119217565,8.95556073509967e-05,-0.0074119704097822545,0.005683219297957921,-0.0039053000931463656,0.003728313307010589,0.003946271769880478,-0.006399607513912341,-0.011499090530846736,0.007374097086799988,-0.0014028788654195348,0.001311695769382701,0.012313942501777253,-0.02238559478991886,0.004340897458263126,-0.01388655310818082,0.006033807657040431,0.0015764652760258539,0.011416837940338685,0.024710605709975932,-0.022034278222899276,-0.005152885581265241,-0.010647850032694216,0.0015129523752609635,-0.003517465879707963,-0.00042381605425663015,0.0030187155773465906,-0.002528536705222011,-0.004980519977161789,-0.00013360150130929113,0.0225922582144082,-0.006132799004105253,-0.008601710141969235,-0.0029003473494911467,0.004067938313951036,-0.027589191691708252,0.008075259330229626,-0.00875663436057166,-0.003364838400823293,0.0011085318760598818,0.0027312632477452196
WA5_RS00035,-0.002064236978267719,-0.0034749634486317808,-0.0009761493885212891,0.012434314637823664,-0.002334776824049795,0.004393091146790213,-0.0075712514824321534,-0.0009247427006746117,-0.00478991818713527,-0.019534326462485218,-0.022184040990164498,-0.010341647790552435,-0.009222535564899765,-0.00830990503908095,0.008493673215922582,-0.0009307234462408352,-0.004087630936794237,-0.007372421231697334,0.008460850363531698,-0.0076707680394625215,9.516383180611053e-05,-0.010123274790595096,0.004629893995104853,-0.0038579947040719214,0.0039245100861596376,0.005404957134284909,-0.004036756723851209,0.00181663169820484,-0.01439836380974118,0.002348733275960546,-0.01045572291288005,0.0018394213345621188,0.006865106049215204,-0.015157188839991757,-0.008358372332942607,-0.001485545906923332,0.0031373205111743696,0.0016873868258622338,-0.01100996799029376,0.005629346286654385,0.007946972129622554,0.005264132365350418,-0.010424964292536056,0.0044433953885222284,-0.0034879796547044135,0.007260182758365543,-0.00019976142623439247,-0.0054208942284803404,-0.01289675432035063,-0.002495710764086803,-0.009624703639504904,0.007778534717262233,-0.008279903221390961,-0.0033516493311541024
WA5_RS00040,-0.0017274476617231312,-0.0095449323033368,-0.0021293942347576046,-0.003959057742277701,0.01497866454146771,0.003627504048233664,0.008321859823357296,-0.000357636220414091,-0.0008666220532670962,-0.004725564042168149,-0.010039632194492436,0.021475109027376944,0.011189254923492906,-0.0031842611592547677,0.011887163807434218,0.013358395471256697,-0.00042015158101932066,-0.011671008972868277,-0.001832206354299045,-0.007736163345174064,-0.015409309969208642,-0.006518289316181942,0.01749245330282877,-0.003232125255202621,-0.006363896238103909,0.009678903629160152,-0.010531313039675326,-0.00038739694428603665,-0.011079102568779397,0.0014531238416626052,0.010273803184930787,-0.017818258101185154,-0.01847954153586753,-0.02374688355774812,-0.029837643328015848,0.002934126893056634,-0.018571450002601773,-0.0033598831553426113,0.016807431921525215,-0.0027316623189265277,0.005328649014466903,0.002072115356254975,-0.009348713383492002,-0.02167967670189273,-0.0006067721621176744,0.008253473308782986,-0.017584451609719415,-0.020006884434070168,-0.000757714114863844,0.008924650222709867,-0.017838967246837194,0.008175459049457264,-0.008854458038884872,0.01409946092950564
WA5_RS00045,-0.004805681121858057,0.005081280114807841,-0.025732002437052297,-0.023450010513059994,-0.02190902194878123,-0.0328401373428687,-0.024258945161364828,0.005022671800515003,0.004070335875351483,-0.013674136105415718,-0.016193201162223107,0.015256760168088593,0.011721253421032111,-0.005057315425694688,-0.003569003705276968,-0.01473449231499532,0.0034296711065787094,0.010099239021642227,-0.0019146464498325107,0.0039967223759851235,-0.03722163084651581,-0.004455366148472593,-0.014660315659374977,-0.0008278854999785992,-0.0019690410925731526,-0.009061043235470351,-0.02966402075374618,0.005890691854845683,0.04408595099690798,0.11504007872022314,-0.008423282547186788,0.005252591218539938,-0.008974674544037326,0.06275765802484873,0.00010295127224653467,-0.030979075511775308,0.00851664446001026,-0.0015188327224074111,0.015126288018537963,-0.008833122381753598,0.013724672814875306,-0.0021941779162572717,-0.01232765826161551,0.015088546345397372,0.007834008158151941,0.006768791915884897,-0.0190409644284529,-0.03256410665157725,0.010202802566078108,0.0034854744068378756,-0.025106954317765984,0.02608949524263194,-0.0017295953240495454,-0.00857475594255422
WA5_RS00050,-0.015202955537566256,0.006315658271024574,-0.015165408722080937,-0.03668256238423745,-0.018663172850400152,0.012022631130311798,-0.017478154918651744,-0.013013556409630306,0.007696041932346627,-0.017250381650738823,1.989114335786346e-05,0.004968867870950182,0.011832887487053623,-0.01609721142692706,-0.020584062369192444,0.04600595701782086,-0.027073958785771585,-0.012107726709607705,0.011665978232769358,0.019197765257999776,-0.0036570981162097563,-0.010367667007964265,-0.02065820892072062,0.0021998628934186606,-0.007838188686785121,0.009156706495876181,0.005727796998454105,0.02693172043617236,0.005603555166324972,-0.0026060867765924666,-0.009545678369211101,0.0026777350759353102,-0.008009959066868839,0.02035188335837252,-0.03230305474554333,-0.02518156069382024,-0.006979920843052681,-0.0056321194132344455,0.02331805727018408,0.0069379933761282864,-0.0028068233755859486,-0.0002322743203102954,-0.002818583090350409,0.0038245783773652167,-0.010414153817734322,-0.03672274945345646,-0.035345175314416916,-0.0375256942772646,-0.03221892365219822,-0.00834638463064954,0.005713440322490018,0.008720685527318004,0.016548270451399033,0.00019270449857900385
