Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
WA5_RS15930,-0.0010917275646951407,0.01910419339627003,-0.0026349583395513377,0.056658454023375694,-0.004893823461660754,-0.011007391705037848,-0.0026921684906915616,-0.027842139920309927,-0.0052987367817104196,-0.0015356290328872979,0.02141928911515423,0.024263089096340607,0.00784945065683328,-0.0007910364114942317,0.0037445193797291188,-0.0003746507098236768,-0.017798312144071814,-0.0024635329351506163,0.004331859327874277,0.014623169167841303,0.009039795619515806,0.015272715864348653,-0.003190293599754671,-0.002029488912211758,0.030027411149760506,0.0063214310882930835,-0.002239956766148447,0.04662656605079432,0.004889948805705996,-0.018733126478870942,0.01466272767994075,0.003928676782599639,-0.019276541609481862,0.011748753427404664,0.017111906030176947,0.0009844623617567265
WA5_RS00115,0.007888307405637162,-0.009325562609871026,-0.013857944286093118,0.0029728970682056303,0.00048779831624543404,-0.0064331318080516064,-0.011951710225563699,0.010354736396096787,0.0015680033403049434,0.003209575868283919,-0.005649280777058935,0.02911823746874477,-0.0010037842209423577,-0.011265293402001202,0.028821100710120857,0.008631959497852837,-0.011743212068564641,0.0011572431535427643,-0.0013609434785535244,0.0044236292549571345,-0.00834097360339235,0.017664287452052806,0.012618174619961647,-0.009092128274511913,0.04745239296573238,-0.028267222275587017,-0.015769492238321664,-0.019943409122880337,-0.017946273794438486,-0.01284129841523378,0.008820497328721371,-0.02545996881827952,-0.002204828824602618,0.017579406829233896,-0.008853495241940441,0.0016863772641600612
WA5_RS00120,0.007520323488217311,-0.01256165661821694,-0.0324378937254115,0.005705692766803427,0.0008427281776002299,0.005131841519584626,-0.0011786192306648322,0.0030385592558364004,0.019217663149342215,0.006896092465677512,-0.012085957175581606,0.04679470115103344,0.0017293858935330032,-0.01440453213091476,0.008971318633244251,-0.003656025153537052,-0.0024173004469773066,-0.0005216488467925525,-0.00677086385946185,0.0004975050103417865,-0.010577389218885985,0.007385821950673203,0.010026328324868841,-0.004678709988801659,0.05717605326532929,-0.0166895760766979,-0.014849277757495422,-0.03604725902320311,-0.016158109234691076,0.000568534969472005,0.023753763336243162,-0.028504408871543912,0.002651625954824484,0.003748871003902644,-0.0020898937378513046,-0.0018493789669216606
WA5_RS16110,0.017821698359019512,-0.021928917551848247,0.02456840609648401,0.01042562729582255,0.005226942653545063,-0.050390069889848545,0.01064039938250291,-0.036350861134440283,-0.021322847776931192,-0.0187246674015649,-0.0344015692293158,-0.010403763098528838,-0.006026178576619908,0.008645381930574793,-0.02682955648993811,0.0020264634789824297,0.00030065978726276984,0.0069887256779234685,0.00717611350523416,-0.0031129147002977842,-0.0002794115774747007,0.025919223548137516,0.012836976108185872,-0.021361954498843577,0.009675183604805918,0.012841295583904186,0.0010011796315878595,0.08711608205935024,-0.03160197015700579,0.0016578810401676341,0.010489010791269555,-0.014758981805932672,0.068698234063634,-1.0048863291837226e-05,-0.029631338066913423,0.05541792709294195
WA5_RS00140,0.0016848540733358304,-0.016403195233623772,0.019678106719079352,-0.02284768447725218,-0.002218456700513391,0.0003772857909275453,-0.02289640139500928,-0.04429464931733886,-0.011654019440797216,-0.017683263216146505,0.0406609468494479,-0.025911307652175593,-0.018217329208300728,-0.007265914328504703,0.010387507138370541,-0.02706446866049021,-0.012341847375249418,-0.003916814839378586,-0.0010927824469509735,0.013801580553834132,-0.0026921788816848405,0.014216502031934234,0.012193376482004982,-0.04403360722587247,-0.015091203641337356,-0.0035670640504830006,0.028229792362413235,0.027869438789618034,-0.03168726444015827,0.0073552406653696455,-0.02795626251439071,-0.017393962142225203,0.012336210942812566,0.003179609852184752,0.010938475191403597,-0.0163608150087997
WA5_RS00145,0.011642491512116689,-0.01683205234834347,0.012473646989422302,-0.04020146239266614,-0.010661430344646927,0.03267982554259692,-0.004483856073165945,-0.023893118338036437,0.00980953281264524,-0.008755419473629969,0.049116383427460275,0.03622312666037696,-0.004205917855948674,-0.013537993838482277,0.01828660335956425,-0.008573144327912471,0.004716432685639743,-0.008910273778011926,-0.0026609896136815716,0.017676642742618025,0.003473655544278923,0.012207666613180295,-0.00045727954590426775,-0.02161246690123004,0.012491706216281135,-0.009189837631339712,0.027636257687532344,-0.010745428096868228,-0.021700337581331497,0.016778109185893796,-0.01533826313920108,-0.018237723205250512,-0.03218695217429018,-0.012114945613820746,0.017636574138069933,-0.0131660817214151
WA5_RS00150,-0.003441210928534617,-0.007264169352695189,0.040609660726768776,0.025239781361442556,0.007845219786687013,0.281360994749382,0.014355504980486456,-0.013481537234416568,0.03612123321583472,-0.004051846452698806,0.0052355248279031645,-0.01732187097282645,0.005118441511685761,0.003376396454311783,0.0014825244810569016,-0.014026836563983876,-0.0069736259377764,0.013782498648233053,-0.007741811468678758,-0.013425830099674439,0.003335769588313452,0.029540656130805414,-0.01329529390007265,-0.012029213758136087,-0.005606796962591685,0.0004721214973694249,-0.002684351466599796,0.006668536688648391,-0.008993887616653186,0.007825667041276517,-0.016830241235876148,0.0061263620453341815,-0.009758310443053708,0.003168497889141755,0.002406535892569077,0.0014775963345957247
WA5_RS00155,0.00127406072253302,0.006480498151692093,0.05650331423114621,0.008059184948854098,0.002385660092653394,0.3226545546517553,-0.0030305204289118497,-0.006511463997933145,0.03233568865147189,-0.00951390982082588,-0.002873607153755268,0.004575680217975229,0.0023514020427884293,-0.0008893391893982519,0.00019723267828902747,-0.009155887845270333,-0.006369560662485996,0.026368404003734653,0.0022229444285288336,-0.02109050395750173,0.013351859478313795,0.025805882692478087,0.004088485266981545,-0.01802309183229832,-0.014358380371103714,-0.013204719416300373,0.010090107626197005,-0.0001489528277204948,-0.0021786261438157214,0.022150463050124993,-0.007066288675144257,-0.0017713607747678296,-0.010452422058223092,0.0038368611822215196,0.0070387523837859385,-0.0010195184158008
WA5_RS00160,-0.010214455304600219,0.0026995412950522307,0.03634274394997644,0.009287028330809,0.0023954199792574505,0.21814470020413826,-0.010787470351157203,0.01906847490475103,0.021181060142339142,-0.003447634799726867,0.0017152751185103645,-0.002609823029402951,0.003868919804149274,-0.0013306522677922496,-0.012789881452237622,-0.007635612165560928,0.005800191108460944,0.012231255652137897,0.005181890823843928,-0.015984930139282014,-0.013227231439899841,0.012107737078858928,0.012088726856230607,-0.023063685990059153,0.02154744285834218,-0.012931197394933676,0.009360501815479488,0.003882015679585769,0.004120748608024297,-0.0026506715317092056,-0.00876984649076413,-0.005508349242345135,0.0016051803329175164,-1.8046640141837277e-05,0.020615905790786385,-0.004005473600190419
WA5_RS00165,-0.013601961922503314,-0.008429824086125689,0.026765319705913587,0.0028797116163686728,-0.01826788168420693,0.1605585194963873,-0.011984695548678665,0.004667847888252923,0.035167296055417,-0.00041295042813049474,-0.0065930845741920055,-0.002764963849936769,-0.018139691386054656,-0.007362202207601071,-0.01683885027664505,-0.011501431619724214,-0.006205111606801304,0.0023255196964089594,0.005547287574235279,-0.016336318472899822,0.005058252923822916,-0.014200699127588534,0.002698577212578745,-0.012107740694206342,0.03609843736069706,-0.008361463886029262,0.03841627185768745,0.007784390408625313,2.9603343799360783e-06,0.002250935555366161,-0.010110781386703363,-0.0021305234591838113,0.00890512237305053,0.016030986674473748,0.012613829808611102,-0.004150386429557568
WA5_RS00170,-0.010236128014109353,-0.023427290522148966,-0.0013677402964724667,-0.008609922843214435,0.012584286373127182,-0.007865798040639894,0.0062636692712583035,-0.000426050619061108,-0.011268597409265883,0.005582226123744652,0.004347756819488864,0.0066394121025186185,-0.009904775818958177,-0.007294726292129734,-0.02335027639030838,0.006438614413571153,-0.0008787729621018659,-0.010857669830093746,-0.0002767298353870116,-0.011349579061342305,-0.005245228508617127,0.022575531919481452,-0.005281074220024218,0.006932933169603892,-0.010367336636691737,-0.0222050574884421,0.009359467890531681,0.005665476739104972,-0.009880110439500595,-0.01897718065486263,0.007834082418930598,-0.01747019424953927,-0.015823733737791657,-0.007441498629825577,0.020442585052468282,0.006535771639787249
WA5_RS00175,0.003985719813640928,0.00167767054326151,0.0036523813979756807,-0.018726689857132994,0.014968386309960547,-0.012020036114016914,0.004822949320037862,-0.0018790283303022656,-0.03486260720367312,-0.0025621924439242273,-0.00334462137854675,0.014071598470578556,-0.0019482108636850318,-0.0030002680021148885,-0.013140766919882179,0.015429616692018866,-0.011413013926553828,-0.00964476416643151,-0.0020694615412004255,0.01645600506044684,-0.020642080876068444,0.0009961380297183935,-0.011178130625052494,0.005791862166431579,-0.006918783740299196,-0.02545593065829622,-0.026828994722689924,-0.008350251261461763,0.0048112439286651315,-0.010368808152869956,-0.0024052582218666517,-0.040419523024021915,-0.030801798886563224,-0.006993522329807209,0.019142636677283383,0.013629370324482465
WA5_RS00180,0.015928443916642478,0.02420434898419266,0.007568551131307161,-0.009610339512671585,0.0018641127592809558,-0.009670057406347854,-0.0005854476091715501,-0.010816480749806488,-0.033203242858736624,-0.0031207150821456627,-0.014771861210501476,0.007953841988405423,0.011084821107494416,-0.0010603874467379484,0.004673458718224333,0.007032301711736981,-0.019438851112438957,-0.0007991566387973858,-0.0005861572671397838,0.007303817472968771,-0.010955539713420802,-0.024942183279471175,0.0029496905651666566,0.004105351885595629,-0.0025085157882783035,0.007394765560233592,-0.03031178982269605,-0.014108216989497485,-0.007680035148769055,-0.0025787196775234346,0.010633019176538302,-0.008247657747059281,-0.020441127776933528,0.009470558213633214,0.005776851150518953,0.026750780744220767
WA5_RS00185,0.006707590084400167,0.015812887699712275,-0.004317789490653401,-0.01902236626701055,0.013166714823029516,-0.0029549139312453378,-0.0007508160821387656,-0.01907476332528516,-0.031690943195723666,-0.011800198818882994,-0.0005920384150190597,0.013127280460770347,0.007612107151777446,0.0010970208844335208,0.013155782770752836,0.00945587955343861,-0.0004070543012447216,0.004320175664085289,0.00584894642346423,-0.00494472362333809,0.009311020400731446,-0.03370613543811027,0.0003327316926691432,-0.018084936017311273,0.004495387800890471,0.02231642092227312,-0.0042507633172667115,-0.0214315846521342,-0.0024242514792905357,-0.013858706829801198,0.012862505935102839,-0.007151836857222715,-0.020816240918322057,0.026714782291277318,0.0015511484042519095,0.04529582717542695
WA5_RS00190,-0.00208880083609089,-0.029163820681038687,0.007086537669284398,-0.009868621393247554,-0.002182154968464719,0.005670755565142857,0.010071940061162701,-0.017190037677301907,-0.0039529953030859625,-0.010308494263238982,-0.003813961230321973,0.010185213753122861,0.005139935487666792,3.8999908076917674e-05,0.0021165739171982003,-0.013080349811930096,-0.0037677996879771298,0.0017361618353713174,-0.0009632658764592855,-0.009253902170434819,0.010721686619950235,-0.021194689501311186,-0.017608146395336147,-0.021946324661557288,-0.026396360816798588,0.00014827869571833803,0.002301946036606175,-0.01491315683317908,-0.010489952745524741,0.002082818045693227,0.02784522607511731,-0.003463594807314632,0.0008572489176353451,0.0210504508838053,-0.018908985686672288,0.03191400171282686
WA5_RS00195,-0.0014797974722049886,-0.021893054574389982,9.035905109706021e-05,-0.005691956450138047,-0.005702228255068677,0.0015527471597037669,0.004871078748560729,0.012278127926689798,-0.024970422225051706,-0.00013137077575798713,0.020350305679186175,0.007589137619720619,-0.003024527206508158,-0.007580080251600705,8.064602108847396e-06,0.024803355829896376,-0.011166382170652514,-0.0067793055743087015,-0.007928757058647002,-0.001166080979583864,0.002426409779774741,0.0015448740024290198,0.021689750501399076,0.005818480743403553,0.030778129526905902,0.0024129590546957493,-0.008956292627599862,-0.006649644083065328,0.0060287728247872905,0.0003868505460573099,-0.0027286276796963747,-0.028503449075549497,0.001520244844953091,0.00439690067655691,0.0051368555350434,0.015342173938121281
WA5_RS00200,0.0043062372715053235,-0.005380622665314262,0.007187710479398306,-0.0034131516250111692,0.014714106716080096,0.0010211418265395832,0.01628313034181739,0.03510568351786106,-0.026764679739137046,-0.009700446657375312,0.015039009059432054,-0.0018293725045595939,0.01229307648984882,0.0007722851869179329,-0.0013204684148655742,0.03316715362957286,-0.011928294062014472,-0.010051239691250182,-0.00598080923680916,0.02402600954418551,-0.01732865439552777,0.013326279334567025,-0.010252864925321627,-0.020159282540753477,0.051824162259626605,-0.006461126513778208,0.025248634218959138,0.010493160398540433,-0.007542242567130025,0.01843804749741551,-0.010341592867357257,-0.028046011022435334,0.037670879087142665,0.007217636623460069,0.0009905545967591588,0.012231457964745816
WA5_RS16395,-0.011365774443626572,-0.018458866889959565,0.00019179302821522196,-0.03282135627591903,0.012516026281643784,-0.008240126970879414,0.01555149432203038,0.008284665648591092,-0.0007932503591957339,-0.0051140089384646235,0.015816460971431256,0.03726421989206347,0.005111205474784115,8.43740898756041e-05,0.019837248346598814,-0.0025429944605771778,-0.007884313064737107,-0.007019216182326427,-0.006246155093690729,0.0037715115039745196,-0.028050813669263056,-0.000904005053410288,0.0038509465856557948,-0.016851285059023606,0.05703258457039443,-0.013359594378649099,0.02065903724893698,0.0174266158607346,0.005512032500044318,0.012003439630177113,-0.022866722458726244,-0.03318653835613318,0.016275325051734704,-0.007965673623399533,0.0055902376161037015,0.007490185307199441
