Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
WA5_RS00055,0.0035635474887811803,-0.01748457354701317,0.010782506878308928,-0.010035490773273597,-0.0075220056506492185,-0.01869555203991466,-0.006827390215970151,0.00463426960918585,-0.018570374193763225,0.02914075081887538,0.00270525610698363,-0.0019738613311195033,0.04405000373749925,-0.007064246328407667,-0.000478330444289623,-0.0403957078613894,-0.014311413746675251,0.03785482778931226,0.006829378349424567,0.007007427432930461
WA5_RS00060,-0.00047321331814659083,-0.0014114938484667452,0.0012882672226641953,0.0017703559822848602,0.015590893385121303,0.02061128170357152,-0.008965106550062454,-0.0065826589043329435,-0.00813720838216361,-0.0005804749522030272,-0.012184370852936775,-0.008576426386187828,-0.020396539101500317,0.011228059840398017,0.00181765080969188,-0.0059433262533330165,0.008436511950450047,-0.005719886485453201,0.008271741076256871,-0.020947090554390226
WA5_RS00065,-0.0038488686592164202,-0.01941441609938234,-0.00464349654762149,0.02581356315305268,0.017568544697000435,0.010624766302125584,-0.008505774159467612,-0.0023121771447414813,0.004843415746294531,-0.02399643464394208,0.0065833638292869335,-0.008598402357521618,-0.009319782099237868,0.007816353344654307,-0.0037803539883276005,0.0008390084720671969,0.005642561703913496,0.006234320416250569,0.003422529315880301,-0.025419621782012878
WA5_RS00080,-0.007632426374133433,-0.04391788988312813,0.0235080404823496,-0.03357894921738603,0.0023089152815248893,0.01053682577779565,-0.0036455247875698126,-0.0545934138946371,-0.006587798151285719,-0.0013425997491064452,-0.01001270532961276,-0.032371490630819434,0.05078671548882542,0.06539066128921803,0.020185957854929694,0.034032555123625595,-0.0011231729502835849,0.007200187109845779,0.006469481865682022,0.018047100698192948
WA5_RS00085,0.0006413643139442132,0.004756842602035642,0.020540356543387282,-0.0146615511684864,0.01385736480870124,-0.009522171793063902,0.0022655367557018967,-0.003519171951093998,-0.005381451283604452,-0.0005634372495674524,-0.0032393745099324796,-0.0077119921248391295,0.021884067266520184,-0.007915366596442631,-0.007068302688682768,-0.0016543963277064458,-0.006301336961106682,-0.0013932010884441038,0.0001836635423523126,0.010564222985488744
WA5_RS00090,0.004328324174706873,0.0049093973173066794,0.012809708118624395,-0.006560700370214232,0.022852720950811905,-0.011208459204974925,-0.000573424651766968,-0.0015356272519227868,-0.0003040106777799689,0.002494115741981487,0.003134872103887586,0.00013861451966686817,0.016980886212128232,-0.005273973996327242,-0.010248667899254027,-0.0152455601038577,-0.004670218131858035,0.004230919747948302,-0.00615021121404362,0.010623759727665877
WA5_RS00095,0.000275509395505039,0.008382956840277395,0.005935280517073672,-0.0004769628130082669,-0.014512773165936686,-0.0010115032822181507,-0.004325086551681453,-0.0024484207872702856,-0.010372624193830372,0.016033767981223586,-0.0012103725136376837,-0.008309860376203656,0.034291992140298634,-0.010236146541923506,-0.0023404969604262,-0.0011731090659129113,-0.021611775997225937,0.008323451603738319,0.006218548856403613,-0.0016347866509343924
WA5_RS00100,0.0035423219177701474,0.003653232782713735,-0.001730912293266124,-0.003982912867318176,-0.009544403685187419,0.004583935291281071,-0.002763936956501256,0.00912296101324102,-0.019838729469897773,0.017446997762694476,0.015188040502331081,-0.00486227209512855,0.031075501797614653,-0.0011976155566738285,-0.005747949389953203,0.00043075863166647076,-0.020309865132399244,0.017523558567045138,0.019080175804517478,0.008539767913784272
WA5_RS00105,0.000336038730791505,-0.0037644678434213415,-0.010211324953337493,-0.02063055469339219,-0.006484902255531324,0.011222530833856324,-0.0057898382216141665,0.0086285966541971,-0.027137040073625288,0.022982940395993436,0.0026496368056507964,0.0019379209179474543,0.02800116411367629,0.0017680245292377363,0.002218186812799222,-0.006407095892464656,0.002835669750354086,-0.005198126105763418,0.016256667985234053,0.025074179469092298
WA5_RS00110,-0.0008115376719535168,-0.006213103600503268,-0.009603320065354193,-0.014048862260741217,-0.0169346401329349,0.024021585103785142,-0.001016920506537241,0.007536816317653088,-0.02978246911500497,0.008561985754451227,0.0018422944396022745,-0.004859286319063825,0.034755004878291786,0.007898397255856447,0.0011157147395377024,0.005525501956715958,-0.00409497771631093,0.000137135485264938,0.007482990802265065,0.008591685737806623
WA5_RS15930,0.0008862831960156749,-0.014792221176317899,0.0006389958271080898,-0.004751340494448484,-0.048757101714664026,0.012769047091116587,0.0033560355258209582,-0.013308983406084258,0.024576474786993204,0.04051093265770247,0.025024194505842718,-0.0029999449904469953,0.02092248041729165,-0.003804625841263731,-0.007942259001540409,-0.02156058116639028,-0.027810772290929736,0.0007725707069726999,0.0021474058486593106,0.00697817636820681
WA5_RS00115,0.0006276276213641851,0.03066152567940709,-0.0031641338422860685,-0.008744907137446759,-0.005710053692872578,0.005290340862221548,-0.0012344673770873372,-0.005356916812852494,-0.018361382724967384,-0.026843239014201808,0.01125847695186536,-0.014087181224168856,0.03932110113038581,-0.0023274814845944624,0.003187980258298728,0.007671738054335865,-0.007648946006370651,0.0034411237201358758,-0.003461751575669797,0.006612230822286936
WA5_RS00120,0.0001361491608819886,0.03520091324931276,-0.00430734207145612,-0.006865261026442303,-0.008949742184910462,0.015386991536387616,-0.005220089134272914,-0.01587833179493973,-0.03062151485674639,-0.015499013159444047,0.028949221526881383,-0.01796348287260752,0.0351789811249546,-0.0015473908040976366,0.00986296073810713,0.026327603819001465,-0.006662654484759798,0.010747880506014607,0.002712811764496603,0.010119735932320049
WA5_RS16110,0.013053037264573701,0.00918733434082477,-0.00965839829601223,0.015076497281668145,-0.029708776027267306,-0.018857353369017185,0.00612015616297126,0.0148508550457289,-0.0027294103579801944,-0.012048373306395493,0.02707048258277345,-0.003042529392318142,0.03916154667630545,-0.008862710889403,-0.004637076378462405,-0.04967067615978907,0.0009101888988649119,-0.04260858191189926,0.0036576547815393937,0.040784495866247716
WA5_RS00140,0.0010568078492640966,0.004254121920680591,-0.026453170072323232,-0.02039196657998765,0.023832062711857893,0.006392677196047038,-0.0045693922950555,0.024969244130066185,0.01576440724147148,-0.028517692370203098,-0.014248781225666024,-0.007964898682689663,-0.023244634295426368,-0.018495800755345227,-0.00850340530713492,-0.04641862409277366,0.018440778714187808,-0.04297691546588428,-0.012819594642910288,0.015190246681440086
WA5_RS00145,-0.00061179114612141,0.02339383013770215,-0.027205475464280884,4.0076695026060976e-05,0.04716886243357916,0.026252707017408866,-0.004738422537517464,0.023698726411950748,0.01063728024597874,-0.0067738633705830935,0.018114901304291754,-0.011753244421319333,-0.004270499024955498,-0.01624620861390529,-0.005805149260187544,-0.008079983645647293,-0.0066747463302726595,-0.0012132541827228887,-0.006127804661380468,0.007223147964038009
WA5_RS00150,0.0017215186573720845,-0.0075077015171824924,-0.013274653616951834,-0.0034727949054622243,-0.02968668724058666,0.03601917503249494,-0.012546010752162629,0.13934566505742413,0.0023459216573775803,-0.0033614501589127547,-0.03767986787259268,0.014672775082478016,0.003971745991496744,0.020504884336979293,0.0018565310739224697,0.034411160200106136,-0.01270097737907633,0.1397451653727243,-0.009267551854780294,0.013068183962299359
WA5_RS00155,0.004472844611393694,0.007175393621291578,-0.006798818218920461,-0.010314697904420151,-0.003566416838784685,0.009483064768670694,-0.003374268531049644,0.15442027819388487,-0.00029855748307776146,-0.008417576272774,-0.02325851077615532,0.011775837992359404,0.002955225337566735,0.0246977530333721,-0.004981927407598847,0.04345069741574374,-0.0032253833274068664,0.17142792952799824,-0.0086230403228395,0.0332244955059142
WA5_RS00160,0.00930781273118019,0.0046633345972651495,-0.007589086532262205,-0.02451610677949967,-0.004927771874964335,0.011582193827258527,-0.005382128498329436,0.11048426657625765,0.0027930206156610965,-0.013145104518297026,-0.013289034831158722,0.010856643563412247,0.017527997949338566,0.026455392818361685,-0.007795978823344153,0.03313597747713608,-0.017799143491279062,0.1148518244932472,0.005121207607255609,0.019223569779991886
WA5_RS00165,0.010458322086044605,0.018607384621028095,-0.016456750577313287,-0.01976264941293218,0.0011366982650727199,0.0038130820172372847,-0.001703301103102513,0.07594572003039468,-0.021845167614931854,-0.011191343885082652,-0.003988042979916493,0.001081688427841933,0.013867672147027213,0.012943377640881588,-0.0036995782405099963,0.0065247682506602515,-0.010510675257830728,0.10898195905963513,-0.009334221214532564,0.023789065454465772
WA5_RS00170,0.000924282415547695,0.013647977579658079,-0.02929734057384695,0.002676810816016147,0.002589876042477021,-0.01255754875449372,-0.019657991328408696,0.0005537572224673589,-0.0009522051133590282,0.021138449959505083,-0.0008577098783152058,-0.006617557852149347,-0.012122564580207853,0.002370001083675646,0.007786968843523347,-0.0031450272247933162,-0.014468729163029563,-0.02335282006512269,-0.00966394540024381,-0.0017106492632616354
WA5_RS00175,-0.009650315724822485,0.028415007547409377,-0.001671030925145642,0.010928188927149654,0.015326566214126898,-0.004980352558210254,-0.012874837817605692,0.0011706894607570169,0.005745641928135576,0.012110571076250349,-0.0015026114629494327,-0.007598305618680021,-0.0065698370151523605,-0.0011408099616865355,0.002996659272436418,-0.0071472167368121335,-0.011823511025644173,-0.017179682581900498,-0.0008970589827637298,-0.029974545162456567
WA5_RS00180,-0.0036414743211720594,-0.01041383929087766,0.047451102345683296,-0.0016802507023696378,0.008195076511472275,0.004255607668362426,-0.004549691244124934,0.005164312175154365,-0.01240595457992517,0.008195836543738767,0.00528516494910227,-0.004001679664109998,-0.012783503734866222,-0.009057120478526144,0.0018721215766037257,-0.00606941345055012,-0.0007338343997762759,-0.010875665814605957,0.009270807660450199,-0.021402096742447068
WA5_RS00185,0.010894913440232794,-0.021329554542011908,0.05523669487069729,-0.013675501214652594,0.01668133419711648,0.023834616390815744,-0.0016717296475373576,0.0013004196049123421,-0.011109233176049631,0.02217854706263241,0.010275325944437856,-0.003567276887639176,-0.029074691544915026,-0.016387664929702003,-0.00312986602903776,-0.002899409151782999,-0.01531580820398327,-0.005989645790466409,0.003065390709470935,0.00467266874848279
WA5_RS00190,0.003450566301478433,-0.0016351888945757907,-0.0031254715192708055,0.0036638783253694763,0.007287165053098864,-0.02184775091417923,-0.005952937496260874,0.010983335613793412,-0.022112065179432493,-0.009516800816391106,0.004026315680070289,-0.002339197264214296,-0.05294098583055246,-0.004160495188406045,-0.0012614742204885008,0.004618166471908792,-0.0054236450615808484,0.011059124196803155,0.01156612842648062,0.02254529186489531
WA5_RS00195,-0.00640526823292022,0.0116602956465128,-0.006675355497257345,0.013831060365343054,0.004930237922283026,0.026959798226935144,-0.00649109585797085,0.007067437565966407,-0.002116126047175847,0.002557789273392682,0.011017435693295146,-0.007855205595705166,0.019715487638785428,-0.028008535090397736,-0.002150616177885209,-0.005644053853567104,-0.003039699558606366,0.012854197658513353,-0.0071844975276594255,0.0031410856071708558
WA5_RS00200,0.0013266686879199602,0.028398186616568427,-0.001590178023928887,0.011039176705503348,0.006183474329401214,0.07563380673168237,-0.011033203032175611,0.006630061430487547,0.02806914442807386,-0.018542052874956926,0.006647838576302883,-0.003183828462485565,0.045577386214385535,0.013754907619321742,-0.008550644755234565,-0.020661405508094147,-0.006483710895531098,-0.0009401151507525809,0.011587529272911203,0.007569608210013515
WA5_RS16395,0.002664493651139592,0.034358042573877,6.2355271874356e-05,0.0022343701070099667,0.023141260836544584,0.04828075196444777,-0.008087641239253152,0.00410628462812775,0.005878309499710269,-0.022176633894443566,0.03626741438199625,-0.002927634278914083,0.030337720279578526,0.0052212828590790785,-0.003077347462640698,-0.025643375381065245,-0.00848711238297236,-0.00576558183742747,0.013252154843576029,-0.008558949308812902
WA5_RS00205,-0.0010167286959028201,-0.0010092670571411645,-0.0008291379429858597,-0.002124814021211803,-0.04121960685162538,0.049462958404287785,0.002339250470740144,-0.00011303208633893588,0.026876842219626242,0.0206642447041336,0.02941083414614697,-0.002993264508227322,0.016514712834281648,0.0006705172312443901,-0.009639252650715831,-0.027571352824838167,-0.01201687688837827,0.01234277307286356,-0.0035774170541620614,0.006999043845678578
WA5_RS00210,0.00166883157505045,0.003690619251854304,-0.0031864587320900406,-0.0005627312805589891,-0.048688162235438356,0.052835040106614384,0.006500499328673981,-0.0009276022202191393,0.029317652086039748,0.03198057227171777,0.019570424871818336,0.005776697246322078,0.01942783418945919,0.008812621024405373,-0.015795490723101907,-0.03774717911795078,-0.015579179172080173,0.005627392188585507,-0.0004059034730961915,0.00425225027476654
WA5_RS00215,0.0029741313757815258,0.0017771403424387436,-0.004721176699186395,0.005775545202233282,-0.053063951021873175,0.03540979049054783,-0.00019214686433836995,0.0004215911602392558,0.04379734664783426,0.022605016042756977,0.020586286157377908,0.0057725741774401354,0.018335625952458322,-0.006002839258926339,-0.013170348209084663,-0.028427734599708217,-0.006995563575670157,0.0052543988362147905,0.00023725908260067757,0.0006361332299968473
WA5_RS00220,-0.0008630428306900639,0.009141206677235012,-0.017472756909618328,-0.012789800394654384,0.004753409829187676,0.010241791723609428,-0.0014582209927219804,0.008783473468086556,-0.00016213239607305876,0.031152403185462387,-0.0045067232112062225,0.03831142121204263,0.018794273815476336,-0.004397713405130844,-0.005051223240705615,-0.010196005468822966,-0.006565235515174188,-0.01549290276117347,0.006446722632185692,0.007009823450161364
WA5_RS00225,0.000258100598741495,-0.0009301359150192654,-0.01137345928415216,0.006387554701070855,0.0058363945491577375,-0.014450818405274688,0.0025517610435926296,0.0007316145055253111,-0.008432552406129607,0.007057610415964026,0.011116290000320807,0.0032943120773670375,0.0109193894178424,0.0008637466483151929,-0.008158894128082156,0.010473738471899021,-0.00679652343152696,0.029016120241165337,0.0016041375614923208,0.017315801697880252
WA5_RS00230,0.0027697749320543734,-0.006419890671177265,-0.020322700981636688,-0.017662490640486153,-0.007055759783486922,-0.0028884146643244723,-0.013537895729843341,0.005645451332221396,0.0022527276793968785,0.007331550466926278,-0.004662685552660127,-0.0017675810619891146,-0.007404901601791784,0.010377398127763227,0.0019763099344608077,0.01336784622313877,0.012406059339987523,-0.006195364460202694,0.014257544453067811,-0.02011589281687228
WA5_RS00235,0.004435208335127568,-0.016676891714215106,-0.022528876207227145,-0.0024612089184150544,0.004575597897760889,-0.012907038917912173,-0.006134106641291099,0.0018051568861561188,-0.004971766176986667,0.0013148321663996796,-0.005384327488736962,-0.0057424912570995254,-0.003706665045637831,0.003765697078748347,-0.00155787635670114,-0.004906798212128012,0.0074263589182677605,-0.013062658347312643,0.006166036374539918,-0.006154392955766337
WA5_RS00240,0.00032286089018907497,-0.024221538455003917,-0.02710208665088548,0.005300037090698949,0.004455523383613338,0.0015746593914619563,-0.0026721095890758382,0.004069603114139888,0.0067996246929544635,-0.002031027680861817,-0.007333795028091865,-0.005314974466118603,-0.007559309754099896,-0.003914866278360022,-0.005380392981339264,0.0034282003302894275,0.004189543835460038,-0.017606035453200095,0.001404798601003962,-0.00884895565237524
WA5_RS00245,-0.0018411863819715513,-0.025249080876161862,-0.021031476454839576,0.007134036281773653,-0.0010625700721907,-0.009740301832639006,-0.005661122821196525,-0.000881842625756781,0.0043289508457562825,0.00250809270235216,-0.0097798412999566,-0.00877872517819216,-0.007080419275544944,-0.0005869091826742671,-0.003549269869667636,-0.0009314921971184688,0.003804934475215536,-0.004300667642402542,-0.004202057826713539,-0.006436814036964657
WA5_RS00250,0.0008918158405175393,-0.01874316015609988,-0.014191883710599526,0.007898827164165779,-0.008592331850428821,-0.02013035575569891,-0.0056875374748921416,0.0055303995674290205,0.01646289440812558,0.01257247450989786,-0.0013523775812870342,-0.006410786222113423,-0.01389528917340179,-0.0010103372209843183,-0.008504567022469047,-0.0054554813058820435,0.002446031623111258,-0.006939518804512835,-0.007538121028675841,-0.001138693971135966
WA5_RS00255,-0.002736141943172946,-0.014462393522607664,0.006636924410735657,0.008903051864153726,-0.011301395796528968,-0.022951740351632197,-0.006064893926173312,0.004762371923772965,0.00672789279780465,0.0013996469875407088,-0.008327988202940846,-0.005926882745846622,-0.007477332249251975,-0.0028361019028706413,-0.002410433276020838,-0.0015409038600018047,0.005849628479808313,-0.007599417556900725,0.0008754378598614539,-0.004168920958006971
WA5_RS16400,0.0046801692193299185,-0.01350927319805278,0.03409387680120859,0.008162246507152481,-0.02600801108694922,-0.0274787638092998,-0.01250192937578482,0.0063562030154323415,0.004925692573422842,0.017050629768136292,0.0018207268397793849,-0.0017222248162465808,-0.011998163877830514,-0.011756655845370825,-0.00047975228150953894,-0.00968295620257764,0.004189225743747381,-0.02046227540355286,0.0036332976679065835,0.003273882054872298
WA5_RS00275,0.00825717156730381,-0.025387743184549717,0.011053707398017532,0.004791556919703674,-0.002852036489400275,-0.029908279671985293,-0.006792539252241667,0.0037758796750757694,-0.013665521667972323,0.02474906373800537,0.01928342983606485,-0.0043466578031876296,0.0026485072981522776,-0.014579675669382801,-0.001249659812381715,-0.015341629634986158,-0.004381070105296564,0.0018397211520028275,0.002354388758259323,0.0600393821471378
WA5_RS00280,0.0007598888913396937,0.056074175697608045,-0.015638039419867397,-0.005952645349274212,0.01086348178468343,-0.02588633182155545,-0.0035611191359320054,-0.016180513677178956,-0.013157211372741506,-0.017372512004688954,0.0024053308996576607,-0.013194281578880307,0.0025996999408852885,-0.00799146291615662,0.0019070376751752515,0.01589730576595464,0.0016230516151464127,0.011806876306540218,-0.005177516334592387,0.010680954434173894
WA5_RS00285,0.00010436198305565588,0.0029728087620166793,0.01304062492460823,-0.018230329525050458,0.007530593627560427,-0.011421175661371024,-0.007506022412498425,0.021394348059207494,-0.010338819237386266,-0.011000036865081176,0.0037202766626744975,-0.004454394693052101,-0.009837659650919196,-0.005079785500122369,0.002621706895892122,0.0005257497379634709,0.015980324427300928,-0.012207773898960762,-0.0015595113958003532,-0.013841887655868624
WA5_RS00290,-0.000716705364653468,0.010297321153470826,0.016418974213207583,-0.03568770456804767,-0.007998649552828757,-0.004365292512266695,-0.009918494818889397,0.0156577914240147,-0.01355646976551815,0.00736302897861624,-0.0005537691364860931,-0.0010718288205488309,-0.011912021536864697,-0.01590276486124147,0.0076406081026922515,0.0016459665522057768,0.018422511289528883,-0.004764155828626807,0.007872643673585766,-0.010359755296447084
WA5_RS00295,0.0053460541848101215,-0.0032075668241472997,-0.014959590399812282,-0.015193275044590934,0.012410273086071922,0.0008437215627857662,-0.00546234631584553,0.011255991789461127,0.009515635311219565,0.0037680892990049845,0.0009906517919110614,0.011586389564511327,0.037475211015533784,-0.0003348447692591135,-0.014160163575508502,-0.021784588790643506,-0.01556893629038191,-0.012805074729114711,-0.010238310148331042,-0.010542838649448247
WA5_RS00300,0.000577079258672497,-0.01359044847251355,-0.00619894648873148,-0.00605494293741898,0.01426513760927149,0.005630503039813516,0.0034609492969153587,0.006934493532484823,0.0031183774963461485,0.012868871207009481,-0.004699832162496202,0.00666589765341657,0.04569045171181522,0.022219013652534095,-0.024527684504104984,-0.029436323270572228,-0.02312151696585936,-0.01727866033341515,-0.007893899383006017,-0.007704290939346838
WA5_RS00305,0.004042074902895609,0.01491613181220322,-0.008404929496517274,-0.008159566885019669,0.009585216974265776,0.002675843788776378,0.009404717069342948,-0.00018869754731310227,-0.019040805109618728,0.003853498801127742,0.0013749887911432568,-0.00975264396930846,0.031129861687772303,-0.0071200800554976195,-0.010806854651799229,-0.006424095848371821,-0.002130627785640645,0.006102183068871952,-0.0022594645261349486,0.0095009690228118
WA5_RS00310,-0.001990010603159001,-0.005935549426680023,0.009566647107031869,-0.004512389845898382,-0.011055292986755788,0.007493471275874167,0.006807119429738448,0.009943753158714638,-0.03366706066558078,0.024357072901349513,-0.007860441776494672,0.0008490264155749092,0.035211044020436524,0.023963268433384012,-0.00360961225019201,-0.03729572255597783,-9.719639541629156e-05,0.007237258286942814,-0.0244311207971181,-0.04324386636503941
WA5_RS00315,0.005228594243662941,-0.01115676855486089,-0.011748985353506547,-0.00024451632524426177,0.006342839585158976,-0.00806094170500094,-0.002936376309619339,0.009118468422402099,-0.018757683781851223,-0.004872838599145161,0.008414405927805851,-0.002760099708004374,0.04156789396776032,0.015597905285384192,-0.004931677907026634,-0.024402295331540515,-0.00029952600483914215,-0.0016128025526422848,-0.009180687421689052,0.005299016822604199
WA5_RS00320,0.005052753439571617,0.0026380832830286173,-0.001775117142409131,0.0029800107771634347,-0.007114797425146987,-0.008538707486564224,0.0002012503379670216,0.011747413787467237,-0.015250380136334472,-0.025674932133620324,-0.00028050154346877004,-0.009803392417123353,0.004840689084639384,0.011157012246399816,-0.007293960949016188,-0.022954065621107262,-0.019192896204576825,0.027173368754791413,-0.009175806450446057,0.02720891153648417
WA5_RS00325,0.0009581231954390495,0.021963932467814678,-0.010199464343451686,0.01626594609055575,0.009982243664222153,0.014111013914791163,0.0018516001247085585,0.021195511566746993,0.005371797380329458,-0.02221147733037274,0.004590675916123483,0.0067316926018858424,0.03264241638244222,-0.0025556088625493982,-0.013689455995493023,-0.0015280703056314421,-0.01931524581722467,-0.0035948274424155253,0.0011032655542299178,-0.00839528000883786
WA5_RS00330,-0.004811972764541584,-0.016066270282205943,0.006468946081379544,-0.011412684832772633,0.043144010883554976,-0.007699200372384878,0.028238022894066503,0.013477090758089578,-0.00175695369307994,0.0010926843750243417,-0.017562306719530112,0.010460254639800015,0.018766277634192547,0.003551576243180487,-0.03251355382961795,-0.039376188866279194,0.04339297458535576,0.012440621827098501,-0.0234238408890977,0.06115785589053456
WA5_RS00335,-0.0055343868805694686,0.007918659380460985,-0.01184993529265016,-0.006303705620610646,0.04058441738964503,-0.004069543041628922,0.03140854877910657,0.006996413855442906,-0.000986877328945849,0.010874643292081097,-0.01656520113338949,0.004066931963117496,0.009532985272341707,0.007452534361035113,-0.033937258863966355,-0.04168278325737927,0.04823776942535476,0.025194418098671557,-0.02264039503147242,0.044910974953679954
WA5_RS00340,-0.004289393565461762,0.0004618568812363351,-0.012336117739193943,0.0037716634265525847,0.03331623752570446,-0.00411135610434136,0.025754291409337757,0.00654801252255773,0.01728317880924804,-0.007190605395093952,-0.006316393962265084,0.0025697316514970404,0.01017215354326749,0.013870303569158502,-0.037813145128787314,-0.03788683731483108,0.03838023893902233,0.012247499201302416,-0.023331167992768333,0.03203528872196353
WA5_RS00345,-0.0019951860640787223,-0.005656875849974848,0.018123806167108666,-0.02250556301162325,-0.004511618508004956,0.010587232624591061,-0.006263899101298793,0.004229540120185815,-0.008409494229088581,-0.004944365225021191,-0.0042468563128983,-0.00579239509531693,-0.008959299184005558,-0.006158798396372468,0.0014275884026266228,0.00634885192112703,-0.007852645821001019,0.0014095724242009313,-0.008569107910945636,-0.0003842217506444739
WA5_RS00350,0.0008382347363885302,-0.013775406017787494,0.017543779309501205,-0.018143671518989407,0.001125976536160726,0.009055357202449989,-0.006963822454811721,0.008981079094310979,-0.009096059327768288,-0.012294361839335853,0.010663280824194432,-0.004274740828318061,-0.006186818243958143,-0.015303787544785525,0.002034294664983653,0.004186428460264796,-0.013311926954115759,-0.00013325425798190596,-0.006487835835563821,0.015296165441070776
WA5_RS00355,0.0007133357455892391,0.023347983233623398,0.01766015476162974,-0.0007518698432889836,-0.01438950192196322,0.00883889366942133,-0.009186970468636771,0.009702405055785174,-0.005672493084226532,0.009793967560452012,-0.010532775094886974,-0.01005009078141868,0.015621815050504705,0.02167535413498449,0.0029561476538892202,-0.006803650932070448,0.038753949618568116,-0.003108254096437795,-0.005149323454066815,0.0077930757635916404
WA5_RS00360,0.003631825473761924,-0.021402017840465505,0.01248994440908895,-0.021920270639175385,-0.005800265832164048,-0.011540938255744116,0.00920169782353374,0.00972344932803928,-0.031626291977218994,-0.06059172724142533,-0.0006303096141987802,-0.009351670640698178,0.030899781838697266,0.004326191583078846,-0.0100268706338674,-0.0029006397830800483,-0.012432730830304968,0.017836000210560258,-0.008349416720876886,-0.004627488955295461
